family,size,seed,label,status,N,E,mean_degree,s,t,terminal_fallback,L,k,wsum,B,Etilde,margin_c1,alphabar,min_edge_weight,max_edge_weight,path_status,scatter_status,n_path_edge,n_path_micro,path_min_weight,scatter_N0,scatter_N1,scatter_N2,scatter_edge_noaux,scatter_edge_aux,scatter_micro_noaux,scatter_micro_aux,ln_ratio_edge,ln_ratio_micro,c_req_edge,c_req_micro,ln_ratio_edge_noaux,ln_ratio_micro_noaux,c_req_edge_noaux,c_req_micro_noaux,frontier,dp_states,dig,max_coeff_bits,coeff_bound_bits,legacy_dig96_exact,n_matching_calls,path_wall_s,scatter_wall_s,peak_rss_mib_after_path,peak_rss_mib_final,censor_note
sparse,20,31,sparse_N20_seed31,ok,20,48,4.8,0,19,0,3,5,0.6542860940098763,1.9732166528701782,0.33158350506426776,3.3368329898714646,0.8342082474678661,0.0010000000474974513,0.9866083264350891,ok,ok,6,96,0.6542860940098763,155871,50092,3426,155871,209389,159611904,186136064,10.460189575769645,14.477640299655988,3.1347656917562943,4.338736863247588,10.165024551837208,14.323907635196878,3.046309054930785,4.2926654341632595,7,120,22,18,21,1,4,8.532032370567322e-05,0.004984818398952484,35.48828125,35.48828125,
sparse,20,32,sparse_N20_seed32,ok,20,49,4.9,0,8,1,3,5,0.48828866705298424,1.8420321941375732,0.26508150541939773,3.4698369891612044,0.8674592472903011,0.013767336495220661,0.9210160970687866,ok,ok,5,80,0.48828866705298424,174933,74194,5596,174933,254723,179131392,218551296,10.83849404677289,14.820504674575272,3.1236320555199852,4.271239461931602,10.462720410020186,14.621603493379858,3.015334853684131,4.213916543933804,7,120,22,18,21,1,4,6.718374788761139e-05,0.005418584682047367,35.41796875,35.41796875,
sparse,20,33,sparse_N20_seed33,ok,20,41,4.1,0,19,0,6,8,1.2619144450873137,1.8626773357391357,0.677473452258745,5.64505309548251,0.8064361564975014,0.007148295175284147,0.9313386678695679,ok,ok,75,9600,1.2619144450873137,36165,50781,14454,36165,101400,2370109440,4270915584,7.209340256602911,13.005575686228235,1.2771076081414063,2.303888992051471,6.178358965747071,12.416683590786578,1.0944731362564761,2.199568964324376,6,56,28,17,27,1,4,0.00020766723901033401,0.003869077190756798,35.41015625,35.41015625,
sparse,20,34,sparse_N20_seed34,ok,20,39,3.9,0,19,0,4,6,1.1828763112425804,1.9952163696289062,0.5928561579827984,3.814287684034403,0.7628575368068806,0.015253056772053242,0.9976081848144531,ok,ok,7,224,1.1828763112425804,103719,67944,8698,103719,180361,424833024,572889088,10.15680552793096,14.754556640388277,2.6628315348222564,3.8682338257145465,9.603530449208735,14.45556071312835,2.5177782183044473,3.7898454208463335,6,64,23,17,22,1,4,5.302019417285919e-05,0.003952015191316605,35.1953125,35.1953125,
sparse,20,35,sparse_N20_seed35,ok,20,51,5.1,0,19,0,3,5,0.3861608486622572,1.982879400253296,0.1947475215148881,3.6105049569702237,0.9026262392425559,0.009137405082583427,0.991439700126648,ok,ok,14,224,0.3861608486622572,240751,77268,4722,240751,322741,246529024,287299072,10.04554809334464,14.064388242016168,2.782311120762017,3.8954075426109873,9.752461153722884,13.911344237082556,2.7011349575619246,3.8530190106029774,7,120,23,18,22,1,4,9.190291166305542e-05,0.007247792556881905,35.72265625,35.72265625,
sparse,20,36,sparse_N20_seed36,ok,20,41,4.1,0,1,1,3,5,1.5339531600475311,1.976662516593933,0.7760318957688072,2.4479362084623855,0.6119840521155964,0.017370378598570824,0.9883312582969666,ok,ok,1,16,1.5339531600475311,85623,34887,2741,85623,123251,87677952,106241792,11.721978205462285,15.708639388780242,4.788514571964755,6.417095075629957,11.357709217627498,15.51659230098717,4.639708003159764,6.338642423502351,6,63,21,17,20,1,4,4.335027188062668e-05,0.00405863206833601,34.95703125,34.95703125,
sparse,20,37,sparse_N20_seed37,ok,20,50,5.0,0,19,0,3,5,0.22623034287244081,1.9385490417480469,0.11670086131452327,3.7665982773709534,0.9416495693427384,0.010786239989101887,0.9692745208740234,ok,ok,7,112,0.22623034287244081,225304,67747,4302,225304,297353,230711296,266499072,10.656765115149096,14.682382448092657,2.829281046288644,3.8980484158084434,10.379295731313057,14.53817881467273,2.7556152705930983,3.859763570226084,8,219,23,18,22,1,4,6.347335875034332e-05,0.005379720591008663,35.42578125,35.42578125,
sparse,20,38,sparse_N20_seed38,ok,20,52,5.2,0,19,0,5,7,0.5044841347262263,1.95037841796875,0.2586596170663274,5.482680765867345,0.9137801276445575,0.010410523973405361,0.975189208984375,ok,ok,69,4416,0.5044841347262263,497164,430586,69765,497164,997515,8145534976,11958652928,9.578915960629818,14.811731359730443,1.7471226886423434,2.7015491129707,8.882568725929396,14.427746170408957,1.6201141567877149,2.6315130839332257,7,127,28,19,27,1,4,0.0002805562689900398,0.007487140595912933,35.7578125,35.7578125,
sparse,20,39,sparse_N20_seed39,ok,20,51,5.1,0,2,1,3,5,0.787838339805603,1.993464708328247,0.39521057810263294,3.209578843794734,0.8023947109486835,0.008179524913430214,0.9967323541641235,ok,ok,6,96,0.787838339805603,235014,87830,6068,235014,328912,240654336,287176704,10.9117860475374,14.911260086174444,3.399756347669661,4.645861906462667,10.575640896591839,14.734523979951511,3.2950244911535176,4.590796704819582,8,177,23,18,22,1,4,5.817972123622894e-05,0.005202737636864185,35.5703125,35.5703125,
sparse,20,40,sparse_N20_seed40,ok,20,46,4.6,0,2,1,3,5,0.34061943273991346,1.9390676021575928,0.17566145314423673,3.6486770937115267,0.9121692734278817,0.014728750102221966,0.9695338010787964,ok,ok,10,160,0.34061943273991346,123235,40292,2646,123235,166173,126192640,147499520,9.718199600338572,13.73416166426774,2.663485792450045,3.7641482958134294,9.41926328765042,13.578146371010094,2.581555738074072,3.7213888821271546,7,120,22,17,21,1,4,8.957460522651672e-05,0.006484577432274818,35.7578125,35.7578125,
