family	size	seed	label	status	L	k	E	max_coeff_bits	coeff_bound_bits	dig	legacy_dig96_exact
sparse	100	17	sparse_N100_seed17	ok	4	6	222	37	38	39	1
sparse	100	18	sparse_N100_seed18	ok	3	5	233	32	33	34	1
sparse	100	19	sparse_N100_seed19	CENSORED	5	7	265				
sparse	100	20	sparse_N100_seed20	ok	4	6	235	37	38	39	1
sparse	100	21	sparse_N100_seed21	ok	3	5	253	33	33	34	1
sparse	100	22	sparse_N100_seed22	ok	4	6	254	38	39	40	1
sparse	100	23	sparse_N100_seed23	ok	3	5	240	33	33	34	1
sparse	100	24	sparse_N100_seed24	CENSORED	6	8	238				
sparse	100	25	sparse_N100_seed25	ok	5	7	243	42	44	45	1
sparse	100	26	sparse_N100_seed26	CENSORED	6	8	254				
sparse	100	27	sparse_N100_seed27	ok	3	5	239	32	33	34	1
sparse	100	28	sparse_N100_seed28	ok	3	5	245	33	33	34	1
sparse	100	29	sparse_N100_seed29	ok	3	5	261	33	34	35	1
sparse	100	30	sparse_N100_seed30	CENSORED	7	9	241				
sparse	100	31	sparse_N100_seed31	ok	3	5	249	33	33	34	1
sparse	100	32	sparse_N100_seed32	ok	3	5	254	33	33	34	1
sparse	100	33	sparse_N100_seed33	ok	3	5	251	33	33	34	1
sparse	100	34	sparse_N100_seed34	ok	4	6	246	38	39	40	1
sparse	100	35	sparse_N100_seed35	CENSORED	7	9	249				
sparse	100	36	sparse_N100_seed36	CENSORED	5	7	242				
sparse	100	37	sparse_N100_seed37	CENSORED	7	9	231				
sparse	100	38	sparse_N100_seed38	ok	4	6	225	37	38	39	1
sparse	100	39	sparse_N100_seed39	CENSORED	7	9	247				
sparse	100	40	sparse_N100_seed40	CENSORED	8	10	236				
dense	60	1	dense_N60_seed1	ok	4	6	223	36	38	39	1
dense	60	2	dense_N60_seed2	ok	3	5	217	31	32	33	1
dense	60	3	dense_N60_seed3	ok	5	7	247	42	44	45	1
dense	60	4	dense_N60_seed4	ok	3	5	232	32	33	34	1
dense	60	5	dense_N60_seed5	ok	4	6	246	37	39	40	1
dense	60	6	dense_N60_seed6	ok	3	5	210	31	32	33	1
dense	60	7	dense_N60_seed7	ok	3	5	233	32	33	34	1
dense	60	8	dense_N60_seed8	ok	3	5	226	32	33	34	1
dense	60	9	dense_N60_seed9	ok	3	5	200	31	32	33	1
dense	60	10	dense_N60_seed10	ok	4	6	240	37	38	39	1
dense	60	11	dense_N60_seed11	ok	4	6	240	37	38	39	1
dense	60	12	dense_N60_seed12	ok	3	5	237	32	33	34	1
dense	60	13	dense_N60_seed13	ok	5	7	252	42	44	45	1
dense	60	14	dense_N60_seed14	ok	3	5	239	32	33	34	1
dense	60	15	dense_N60_seed15	ok	5	7	214	40	42	43	1
dense	60	16	dense_N60_seed16	ok	6	8	246	46	49	50	1
dense	60	17	dense_N60_seed17	ok	3	5	217	31	32	33	1
dense	60	18	dense_N60_seed18	ok	6	8	242	46	48	49	1
dense	60	19	dense_N60_seed19	ok	3	5	232	32	33	34	1
dense	60	20	dense_N60_seed20	ok	6	8	249	46	49	50	1
dense	60	21	dense_N60_seed21	ok	3	5	242	32	33	34	1
dense	60	22	dense_N60_seed22	ok	3	5	254	32	33	34	1
dense	60	23	dense_N60_seed23	ok	5	7	221	40	43	44	1
dense	60	24	dense_N60_seed24	ok	3	5	237	32	33	34	1
dense	60	25	dense_N60_seed25	ok	4	6	234	37	38	39	1
dense	60	26	dense_N60_seed26	ok	3	5	241	32	33	34	1
dense	60	27	dense_N60_seed27	ok	3	5	236	32	33	34	1
dense	60	28	dense_N60_seed28	CENSORED	8	10	232				
dense	60	29	dense_N60_seed29	ok	5	7	216	40	42	43	1
dense	60	30	dense_N60_seed30	ok	3	5	220	31	32	33	1
dense	60	31	dense_N60_seed31	ok	3	5	230	32	33	34	1
dense	60	32	dense_N60_seed32	ok	3	5	240	32	33	34	1
dense	60	33	dense_N60_seed33	ok	5	7	250	42	44	45	1
dense	60	34	dense_N60_seed34	ok	3	5	237	32	33	34	1
dense	60	35	dense_N60_seed35	ok	3	5	235	32	33	34	1
dense	60	36	dense_N60_seed36	ok	3	5	209	31	32	33	1
dense	60	37	dense_N60_seed37	ok	6	8	227	45	48	49	1
dense	60	38	dense_N60_seed38	ok	5	7	234	41	43	44	1
dense	60	39	dense_N60_seed39	ok	3	5	254	32	33	34	1
dense	60	40	dense_N60_seed40	ok	3	5	245	32	33	34	1
dense	80	1	dense_N80_seed1	ok	4	6	315	40	41	42	1
dense	80	2	dense_N80_seed2	CENSORED	5	7	302				
dense	80	3	dense_N80_seed3	CENSORED	6	8	350				
dense	80	4	dense_N80_seed4	CENSORED	8	10	304				
dense	80	5	dense_N80_seed5	CENSORED	5	7	336				
dense	80	6	dense_N80_seed6	ok	4	6	290	39	40	41	1
dense	80	7	dense_N80_seed7	ok	4	6	316	40	41	42	1
dense	80	8	dense_N80_seed8	ok	3	5	291	34	34	35	1
dense	80	9	dense_N80_seed9	ok	3	5	283	34	34	35	1
dense	80	10	dense_N80_seed10	ok	3	5	305	34	35	36	1
dense	80	11	dense_N80_seed11	CENSORED	7	9	316				
dense	80	12	dense_N80_seed12	CENSORED	5	7	319				
dense	80	13	dense_N80_seed13	ok	3	5	324	35	35	36	1
dense	80	14	dense_N80_seed14	CENSORED	6	8	328				
dense	80	15	dense_N80_seed15	ok	4	6	301	39	40	41	1
dense	80	16	dense_N80_seed16	ok	4	6	294	39	40	41	1
dense	80	17	dense_N80_seed17	CENSORED	7	9	306				
dense	80	18	dense_N80_seed18	CENSORED	6	8	322				
dense	80	19	dense_N80_seed19	ok	3	5	331	35	35	36	1
dense	80	20	dense_N80_seed20	CENSORED	4	6	337				
dense	80	21	dense_N80_seed21	CENSORED	5	7	313				
dense	80	22	dense_N80_seed22	CENSORED	6	8	333				
dense	80	23	dense_N80_seed23	CENSORED	6	8	298				
dense	80	24	dense_N80_seed24	ok	3	5	322	34	35	36	1
dense	80	25	dense_N80_seed25	ok	3	5	296	34	35	36	1
dense	80	26	dense_N80_seed26	CENSORED	5	7	310				
dense	80	27	dense_N80_seed27	ok	4	6	322	40	41	42	1
dense	80	28	dense_N80_seed28	ok	4	6	310	40	41	42	1
dense	80	29	dense_N80_seed29	CENSORED	6	8	312				
dense	80	30	dense_N80_seed30	ok	3	5	309	34	35	36	1
dense	80	31	dense_N80_seed31	CENSORED	5	7	317				
dense	80	32	dense_N80_seed32	ok	4	6	311	40	41	42	1
dense	80	33	dense_N80_seed33	ok	3	5	343	35	36	37	1
dense	80	34	dense_N80_seed34	ok	3	5	332	35	35	36	1
dense	80	35	dense_N80_seed35	CENSORED	5	7	292				
dense	80	36	dense_N80_seed36	ok	4	6	308	39	41	42	1
dense	80	37	dense_N80_seed37	ok	3	5	306	34	35	36	1
dense	80	38	dense_N80_seed38	ok	3	5	302	34	35	36	1
dense	80	39	dense_N80_seed39	ok	4	6	336	40	41	42	1
dense	80	40	dense_N80_seed40	ok	4	6	319	40	41	42	1
grid	10	1	grid_k10_N100_seed1	ok	18	20	180	78	88	89	1
grid	10	2	grid_k10_N100_seed2	ok	18	20	180	78	88	89	1
grid	10	3	grid_k10_N100_seed3	ok	18	20	180	78	88	89	1
grid	10	4	grid_k10_N100_seed4	ok	18	20	180	78	88	89	1
grid	10	5	grid_k10_N100_seed5	ok	18	20	180	78	88	89	1
grid	10	6	grid_k10_N100_seed6	ok	18	20	180	78	88	89	1
grid	10	7	grid_k10_N100_seed7	ok	18	20	180	78	88	89	1
grid	10	8	grid_k10_N100_seed8	ok	18	20	180	78	88	89	1
grid	10	9	grid_k10_N100_seed9	ok	18	20	180	78	88	89	1
grid	10	10	grid_k10_N100_seed10	ok	18	20	180	78	88	89	1
grid	10	11	grid_k10_N100_seed11	ok	18	20	180	78	88	89	1
grid	10	12	grid_k10_N100_seed12	ok	18	20	180	78	88	89	1
grid	10	13	grid_k10_N100_seed13	ok	18	20	180	78	88	89	1
grid	10	14	grid_k10_N100_seed14	ok	18	20	180	78	88	89	1
grid	10	15	grid_k10_N100_seed15	ok	18	20	180	78	88	89	1
grid	10	16	grid_k10_N100_seed16	ok	18	20	180	78	88	89	1
grid	10	17	grid_k10_N100_seed17	ok	18	20	180	78	88	89	1
grid	10	18	grid_k10_N100_seed18	ok	18	20	180	78	88	89	1
grid	10	19	grid_k10_N100_seed19	ok	18	20	180	78	88	89	1
grid	10	20	grid_k10_N100_seed20	ok	18	20	180	78	88	89	1
grid	10	21	grid_k10_N100_seed21	ok	18	20	180	78	88	89	1
grid	10	22	grid_k10_N100_seed22	ok	18	20	180	78	88	89	1
grid	10	23	grid_k10_N100_seed23	ok	18	20	180	78	88	89	1
grid	10	24	grid_k10_N100_seed24	ok	18	20	180	78	88	89	1
grid	10	25	grid_k10_N100_seed25	ok	18	20	180	78	88	89	1
grid	10	26	grid_k10_N100_seed26	ok	18	20	180	78	88	89	1
grid	10	27	grid_k10_N100_seed27	ok	18	20	180	78	88	89	1
grid	10	28	grid_k10_N100_seed28	ok	18	20	180	78	88	89	1
grid	10	29	grid_k10_N100_seed29	ok	18	20	180	78	88	89	1
grid	10	30	grid_k10_N100_seed30	ok	18	20	180	78	88	89	1
grid	10	31	grid_k10_N100_seed31	ok	18	20	180	78	88	89	1
grid	10	32	grid_k10_N100_seed32	ok	18	20	180	78	88	89	1
grid	10	33	grid_k10_N100_seed33	ok	18	20	180	78	88	89	1
grid	10	34	grid_k10_N100_seed34	ok	18	20	180	78	88	89	1
grid	10	35	grid_k10_N100_seed35	ok	18	20	180	78	88	89	1
grid	10	36	grid_k10_N100_seed36	ok	18	20	180	78	88	89	1
grid	10	37	grid_k10_N100_seed37	ok	18	20	180	78	88	89	1
grid	10	38	grid_k10_N100_seed38	ok	18	20	180	78	88	89	1
grid	10	39	grid_k10_N100_seed39	ok	18	20	180	78	88	89	1
grid	10	40	grid_k10_N100_seed40	ok	18	20	180	78	88	89	1
grid	11	1	grid_k11_N121_seed1	ok	20	22	220	90	100	101	1
grid	11	2	grid_k11_N121_seed2	ok	20	22	220	90	100	101	1
grid	11	3	grid_k11_N121_seed3	ok	20	22	220	90	100	101	1
grid	11	4	grid_k11_N121_seed4	ok	20	22	220	90	100	101	1
grid	11	5	grid_k11_N121_seed5	ok	20	22	220	90	100	101	1
grid	11	6	grid_k11_N121_seed6	ok	20	22	220	90	100	101	1
grid	11	7	grid_k11_N121_seed7	ok	20	22	220	90	100	101	1
grid	11	8	grid_k11_N121_seed8	ok	20	22	220	90	100	101	1
grid	11	9	grid_k11_N121_seed9	ok	20	22	220	90	100	101	1
grid	11	10	grid_k11_N121_seed10	ok	20	22	220	90	100	101	1
grid	11	11	grid_k11_N121_seed11	ok	20	22	220	90	100	101	1
grid	11	12	grid_k11_N121_seed12	ok	20	22	220	90	100	101	1
grid	11	13	grid_k11_N121_seed13	ok	20	22	220	90	100	101	1
grid	11	14	grid_k11_N121_seed14	ok	20	22	220	90	100	101	1
grid	11	15	grid_k11_N121_seed15	ok	20	22	220	90	100	101	1
grid	11	16	grid_k11_N121_seed16	ok	20	22	220	90	100	101	1
grid	11	17	grid_k11_N121_seed17	ok	20	22	220	90	100	101	1
grid	11	18	grid_k11_N121_seed18	ok	20	22	220	90	100	101	1
grid	11	19	grid_k11_N121_seed19	ok	20	22	220	90	100	101	1
grid	11	20	grid_k11_N121_seed20	ok	20	22	220	90	100	101	1
grid	11	21	grid_k11_N121_seed21	ok	20	22	220	90	100	101	1
grid	11	22	grid_k11_N121_seed22	ok	20	22	220	90	100	101	1
grid	11	23	grid_k11_N121_seed23	ok	20	22	220	90	100	101	1
grid	11	24	grid_k11_N121_seed24	ok	20	22	220	90	100	101	1
grid	11	25	grid_k11_N121_seed25	ok	20	22	220	90	100	101	1
grid	11	26	grid_k11_N121_seed26	ok	20	22	220	90	100	101	1
grid	11	27	grid_k11_N121_seed27	ok	20	22	220	90	100	101	1
grid	11	28	grid_k11_N121_seed28	ok	20	22	220	90	100	101	1
grid	11	29	grid_k11_N121_seed29	ok	20	22	220	90	100	101	1
grid	11	30	grid_k11_N121_seed30	ok	20	22	220	90	100	101	1
grid	11	31	grid_k11_N121_seed31	ok	20	22	220	90	100	101	1
grid	11	32	grid_k11_N121_seed32	ok	20	22	220	90	100	101	1
grid	11	33	grid_k11_N121_seed33	ok	20	22	220	90	100	101	1
grid	11	34	grid_k11_N121_seed34	ok	20	22	220	90	100	101	1
grid	11	35	grid_k11_N121_seed35	ok	20	22	220	90	100	101	1
grid	11	36	grid_k11_N121_seed36	ok	20	22	220	90	100	101	1
grid	11	37	grid_k11_N121_seed37	ok	20	22	220	90	100	101	1
grid	11	38	grid_k11_N121_seed38	ok	20	22	220	90	100	101	1
grid	11	39	grid_k11_N121_seed39	ok	20	22	220	90	100	101	1
grid	11	40	grid_k11_N121_seed40	ok	20	22	220	90	100	101	1
mtn_knn	80	1	mtnknn_N80_seed1	ok	13	15	197	66	74	75	1
mtn_knn	80	2	mtnknn_N80_seed2	ok	13	15	196	66	74	75	1
mtn_knn	80	3	mtnknn_N80_seed3	ok	12	14	199	64	70	71	1
mtn_knn	80	4	mtnknn_N80_seed4	ok	13	15	192	66	73	74	1
mtn_knn	80	5	mtnknn_N80_seed5	ok	13	15	196	66	74	75	1
mtn_knn	80	6	mtnknn_N80_seed6	ok	15	17	197	70	81	82	1
mtn_knn	80	7	mtnknn_N80_seed7	ok	10	12	198	58	63	64	1
mtn_knn	80	8	mtnknn_N80_seed8	ok	14	16	190	68	76	77	1
mtn_knn	80	9	mtnknn_N80_seed9	ok	12	14	197	64	70	71	1
mtn_knn	80	10	mtnknn_N80_seed10	ok	11	13	200	61	67	68	1
mtn_knn	80	11	mtnknn_N80_seed11	ok	13	15	190	65	73	74	1
mtn_knn	80	12	mtnknn_N80_seed12	ok	14	16	198	69	77	78	1
mtn_knn	80	13	mtnknn_N80_seed13	ok	10	12	198	58	63	64	1
mtn_knn	80	14	mtnknn_N80_seed14	ok	14	16	200	69	78	79	1
mtn_knn	80	15	mtnknn_N80_seed15	ok	13	15	195	66	74	75	1
mtn_knn	80	16	mtnknn_N80_seed16	ok	14	16	194	68	77	78	1
mtn_knn	80	17	mtnknn_N80_seed17	ok	12	14	204	64	71	72	1
mtn_knn	80	18	mtnknn_N80_seed18	ok	13	15	200	66	74	75	1
mtn_knn	80	19	mtnknn_N80_seed19	ok	14	16	190	68	76	77	1
mtn_knn	80	20	mtnknn_N80_seed20	ok	10	12	203	59	63	64	1
mtn_knn	80	21	mtnknn_N80_seed21	ok	11	13	196	61	66	67	1
mtn_knn	80	22	mtnknn_N80_seed22	ok	13	15	193	66	73	74	1
mtn_knn	80	23	mtnknn_N80_seed23	ok	12	14	203	64	71	72	1
mtn_knn	80	24	mtnknn_N80_seed24	ok	13	15	196	66	74	75	1
mtn_knn	80	25	mtnknn_N80_seed25	ok	11	13	199	61	67	68	1
mtn_knn	80	26	mtnknn_N80_seed26	ok	15	17	194	70	80	81	1
mtn_knn	80	27	mtnknn_N80_seed27	ok	11	13	194	61	66	67	1
mtn_knn	80	28	mtnknn_N80_seed28	ok	11	13	194	61	66	67	1
mtn_knn	80	29	mtnknn_N80_seed29	ok	13	15	200	66	74	75	1
mtn_knn	80	30	mtnknn_N80_seed30	ok	15	17	203	71	81	82	1
mtn_knn	80	31	mtnknn_N80_seed31	ok	14	16	196	68	77	78	1
mtn_knn	80	32	mtnknn_N80_seed32	ok	15	17	201	71	81	82	1
mtn_knn	80	33	mtnknn_N80_seed33	ok	13	15	199	66	74	75	1
mtn_knn	80	34	mtnknn_N80_seed34	ok	11	13	201	61	67	68	1
mtn_knn	80	35	mtnknn_N80_seed35	ok	12	14	197	64	70	71	1
mtn_knn	80	36	mtnknn_N80_seed36	ok	13	15	197	66	74	75	1
mtn_knn	80	37	mtnknn_N80_seed37	ok	13	15	202	67	74	75	1
mtn_knn	80	38	mtnknn_N80_seed38	ok	13	15	204	67	75	76	1
mtn_knn	80	39	mtnknn_N80_seed39	ok	11	13	199	61	67	68	1
mtn_knn	80	40	mtnknn_N80_seed40	ok	12	14	193	63	70	71	1
mtn_knn	100	1	mtnknn_N100_seed1	ok	15	17	245	79	86	87	1
mtn_knn	100	2	mtnknn_N100_seed2	ok	15	17	254	79	87	88	1
mtn_knn	100	3	mtnknn_N100_seed3	ok	16	18	245	81	90	91	1
mtn_knn	100	4	mtnknn_N100_seed4	ok	18	20	238	85	96	97	1
mtn_knn	100	5	mtnknn_N100_seed5	ok	14	16	255	77	83	84	1
mtn_knn	100	6	mtnknn_N100_seed6	ok	17	19	245	84	94	95	1
mtn_knn	100	7	mtnknn_N100_seed7	ok	12	14	245	70	75	76	1
mtn_knn	100	8	mtnknn_N100_seed8	ok	17	19	242	83	93	94	1
mtn_knn	100	9	mtnknn_N100_seed9	ok	13	15	245	73	79	80	1
mtn_knn	100	10	mtnknn_N100_seed10	ok	16	18	250	82	90	91	1
mtn_knn	100	11	mtnknn_N100_seed11	ok	13	15	238	72	78	79	1
mtn_knn	100	12	mtnknn_N100_seed12	ok	17	19	248	84	94	95	1
mtn_knn	100	13	mtnknn_N100_seed13	ok	17	19	244	84	93	94	1
mtn_knn	100	14	mtnknn_N100_seed14	ok	14	16	243	76	82	83	1
mtn_knn	100	15	mtnknn_N100_seed15	ok	14	16	251	76	83	84	1
mtn_knn	100	16	mtnknn_N100_seed16	ok	15	17	241	78	86	87	1
mtn_knn	100	17	mtnknn_N100_seed17	ok	13	15	248	73	79	80	1
mtn_knn	100	18	mtnknn_N100_seed18	ok	15	17	242	78	86	87	1
mtn_knn	100	19	mtnknn_N100_seed19	ok	17	19	241	83	93	94	1
mtn_knn	100	20	mtnknn_N100_seed20	ok	13	15	246	73	79	80	1
mtn_knn	100	21	mtnknn_N100_seed21	ok	15	17	244	78	86	87	1
mtn_knn	100	22	mtnknn_N100_seed22	ok	15	17	243	78	86	87	1
mtn_knn	100	23	mtnknn_N100_seed23	ok	13	15	248	73	79	80	1
mtn_knn	100	24	mtnknn_N100_seed24	ok	13	15	241	72	78	79	1
mtn_knn	100	25	mtnknn_N100_seed25	ok	14	16	250	76	83	84	1
mtn_knn	100	26	mtnknn_N100_seed26	ok	14	16	240	75	82	83	1
mtn_knn	100	27	mtnknn_N100_seed27	ok	14	16	248	76	83	84	1
mtn_knn	100	28	mtnknn_N100_seed28	ok	15	17	234	77	85	86	1
mtn_knn	100	29	mtnknn_N100_seed29	ok	13	15	248	73	79	80	1
mtn_knn	100	30	mtnknn_N100_seed30	ok	14	16	246	76	83	84	1
mtn_knn	100	31	mtnknn_N100_seed31	ok	15	17	242	78	86	87	1
mtn_knn	100	32	mtnknn_N100_seed32	ok	14	16	251	76	83	84	1
mtn_knn	100	33	mtnknn_N100_seed33	ok	14	16	246	76	83	84	1
mtn_knn	100	34	mtnknn_N100_seed34	ok	13	15	247	73	79	80	1
mtn_knn	100	35	mtnknn_N100_seed35	ok	17	19	249	84	94	95	1
mtn_knn	100	36	mtnknn_N100_seed36	ok	17	19	243	83	93	94	1
mtn_knn	100	37	mtnknn_N100_seed37	ok	14	16	245	76	83	84	1
mtn_knn	100	38	mtnknn_N100_seed38	ok	16	18	250	82	90	91	1
mtn_knn	100	39	mtnknn_N100_seed39	ok	18	20	246	86	97	98	1
mtn_knn	100	40	mtnknn_N100_seed40	ok	15	17	240	78	86	87	1
grid	12	1	grid_k12_N144_seed1	ok	22	24	264	103	113	114	0
grid	12	2	grid_k12_N144_seed2	ok	22	24	264	103	113	114	0
grid	12	3	grid_k12_N144_seed3	ok	22	24	264	103	113	114	0
grid	12	4	grid_k12_N144_seed4	ok	22	24	264	103	113	114	0
grid	12	5	grid_k12_N144_seed5	ok	22	24	264	103	113	114	0
grid	12	6	grid_k12_N144_seed6	ok	22	24	264	103	113	114	0
grid	12	7	grid_k12_N144_seed7	ok	22	24	264	103	113	114	0
grid	12	8	grid_k12_N144_seed8	ok	22	24	264	103	113	114	0
grid	12	9	grid_k12_N144_seed9	ok	22	24	264	103	113	114	0
grid	12	10	grid_k12_N144_seed10	ok	22	24	264	103	113	114	0
grid	12	11	grid_k12_N144_seed11	ok	22	24	264	103	113	114	0
grid	12	12	grid_k12_N144_seed12	ok	22	24	264	103	113	114	0
grid	12	13	grid_k12_N144_seed13	ok	22	24	264	103	113	114	0
grid	12	14	grid_k12_N144_seed14	ok	22	24	264	103	113	114	0
grid	12	15	grid_k12_N144_seed15	ok	22	24	264	103	113	114	0
grid	12	16	grid_k12_N144_seed16	ok	22	24	264	103	113	114	0
grid	12	17	grid_k12_N144_seed17	ok	22	24	264	103	113	114	0
grid	12	18	grid_k12_N144_seed18	ok	22	24	264	103	113	114	0
grid	12	19	grid_k12_N144_seed19	ok	22	24	264	103	113	114	0
grid	12	20	grid_k12_N144_seed20	ok	22	24	264	103	113	114	0
grid	12	21	grid_k12_N144_seed21	ok	22	24	264	103	113	114	0
grid	12	22	grid_k12_N144_seed22	ok	22	24	264	103	113	114	0
grid	12	23	grid_k12_N144_seed23	ok	22	24	264	103	113	114	0
grid	12	24	grid_k12_N144_seed24	ok	22	24	264	103	113	114	0
grid	12	25	grid_k12_N144_seed25	ok	22	24	264	103	113	114	0
grid	12	26	grid_k12_N144_seed26	ok	22	24	264	103	113	114	0
grid	12	27	grid_k12_N144_seed27	ok	22	24	264	103	113	114	0
grid	12	28	grid_k12_N144_seed28	ok	22	24	264	103	113	114	0
grid	12	29	grid_k12_N144_seed29	ok	22	24	264	103	113	114	0
grid	12	30	grid_k12_N144_seed30	ok	22	24	264	103	113	114	0
grid	12	31	grid_k12_N144_seed31	ok	22	24	264	103	113	114	0
grid	12	32	grid_k12_N144_seed32	ok	22	24	264	103	113	114	0
grid	12	33	grid_k12_N144_seed33	ok	22	24	264	103	113	114	0
grid	12	34	grid_k12_N144_seed34	ok	22	24	264	103	113	114	0
grid	12	35	grid_k12_N144_seed35	ok	22	24	264	103	113	114	0
grid	12	36	grid_k12_N144_seed36	ok	22	24	264	103	113	114	0
grid	12	37	grid_k12_N144_seed37	ok	22	24	264	103	113	114	0
grid	12	38	grid_k12_N144_seed38	ok	22	24	264	103	113	114	0
grid	12	39	grid_k12_N144_seed39	ok	22	24	264	103	113	114	0
grid	12	40	grid_k12_N144_seed40	ok	22	24	264	103	113	114	0
mtn_knn	140	1	mtnknn_N140_seed1	CENSORED	19	21	334	102	110	111	0
mtn_knn	140	2	mtnknn_N140_seed2	CENSORED	20	22	343	106	115	116	0
mtn_knn	140	3	mtnknn_N140_seed3	CENSORED	18	20	335	99	106	107	0
mtn_knn	140	4	mtnknn_N140_seed4	CENSORED	22	24	347	112	123	124	0
mtn_knn	140	5	mtnknn_N140_seed5	CENSORED	19	21	343	103	111	112	0
mtn_knn	140	6	mtnknn_N140_seed6	CENSORED	21	23	339	108	118	119	0
mtn_knn	140	7	mtnknn_N140_seed7	CENSORED	17	19	346	97	103	104	0
mtn_knn	140	8	mtnknn_N140_seed8	ok	17	19	334	96	102	103	0
mtn_knn	140	9	mtnknn_N140_seed9	CENSORED	21	23	351	109	119	120	0
mtn_knn	140	10	mtnknn_N140_seed10	CENSORED	19	21	349	103	112	113	0
mtn_knn	140	11	mtnknn_N140_seed11	ok	19	21	335	102	110	111	0
mtn_knn	140	12	mtnknn_N140_seed12	ok	17	19	347	97	103	104	0
mtn_knn	140	13	mtnknn_N140_seed13	ok	18	20	341	99	107	108	0
mtn_knn	140	14	mtnknn_N140_seed14	ok	15	17	340	89	95	96	1
mtn_knn	140	15	mtnknn_N140_seed15	ok	14	16	344	86	91	92	1
mtn_knn	140	16	mtnknn_N140_seed16	CENSORED	21	23	347	109	119	120	0
mtn_knn	140	17	mtnknn_N140_seed17	ok	16	18	341	93	99	100	1
mtn_knn	140	18	mtnknn_N140_seed18	ok	16	18	338	93	99	100	1
mtn_knn	140	19	mtnknn_N140_seed19	CENSORED	20	22	341	105	115	116	0
mtn_knn	140	20	mtnknn_N140_seed20	ok	16	18	342	93	99	100	1
mtn_knn	140	21	mtnknn_N140_seed21	ok	16	18	343	93	99	100	1
mtn_knn	140	22	mtnknn_N140_seed22	CENSORED	19	21	341	102	111	112	0
mtn_knn	140	23	mtnknn_N140_seed23	ok	16	18	343	93	99	100	1
mtn_knn	140	24	mtnknn_N140_seed24	ok	18	20	341	99	107	108	0
mtn_knn	140	25	mtnknn_N140_seed25	CENSORED	20	22	351	106	116	117	0
mtn_knn	140	26	mtnknn_N140_seed26	ok	18	20	340	99	107	108	0
mtn_knn	140	27	mtnknn_N140_seed27	ok	15	17	342	89	95	96	1
mtn_knn	140	28	mtnknn_N140_seed28	CENSORED	19	21	340	102	111	112	0
mtn_knn	140	29	mtnknn_N140_seed29	ok	15	17	341	89	95	96	1
mtn_knn	140	30	mtnknn_N140_seed30	ok	15	17	344	90	95	96	1
mtn_knn	140	31	mtnknn_N140_seed31	ok	18	20	334	99	106	107	0
mtn_knn	140	32	mtnknn_N140_seed32	CENSORED	21	23	351	109	119	120	0
mtn_knn	140	33	mtnknn_N140_seed33	CENSORED	19	21	350	103	112	113	0
mtn_knn	140	34	mtnknn_N140_seed34	ok	15	17	343	90	95	96	1
mtn_knn	140	35	mtnknn_N140_seed35	ok	16	18	338	93	99	100	1
mtn_knn	140	36	mtnknn_N140_seed36	ok	18	20	338	99	107	108	0
mtn_knn	140	37	mtnknn_N140_seed37	ok	17	19	349	97	104	105	0
mtn_knn	140	38	mtnknn_N140_seed38	CENSORED	21	23	354	109	120	121	0
mtn_knn	140	39	mtnknn_N140_seed39	CENSORED	23	25	342	114	126	127	0
mtn_knn	140	40	mtnknn_N140_seed40	ok	15	17	348	90	95	96	1
