family	size	seed	label	status	L	k	E	max_coeff_bits	coeff_bound_bits	dig	legacy_dig96_exact
grid	6	15	grid_k6_N36_seed15	ok	10	12	60	30	41	42	1
grid	6	16	grid_k6_N36_seed16	ok	10	12	60	30	41	42	1
grid	6	17	grid_k6_N36_seed17	ok	10	12	60	30	41	42	1
grid	6	18	grid_k6_N36_seed18	ok	10	12	60	30	41	42	1
grid	6	19	grid_k6_N36_seed19	ok	10	12	60	30	41	42	1
grid	6	20	grid_k6_N36_seed20	ok	10	12	60	30	41	42	1
grid	6	21	grid_k6_N36_seed21	ok	10	12	60	30	41	42	1
grid	6	22	grid_k6_N36_seed22	ok	10	12	60	30	41	42	1
grid	6	23	grid_k6_N36_seed23	ok	10	12	60	30	41	42	1
grid	6	24	grid_k6_N36_seed24	ok	10	12	60	30	41	42	1
grid	6	25	grid_k6_N36_seed25	ok	10	12	60	30	41	42	1
grid	6	26	grid_k6_N36_seed26	ok	10	12	60	30	41	42	1
grid	6	27	grid_k6_N36_seed27	ok	10	12	60	30	41	42	1
grid	6	28	grid_k6_N36_seed28	ok	10	12	60	30	41	42	1
grid	6	29	grid_k6_N36_seed29	ok	10	12	60	30	41	42	1
grid	6	30	grid_k6_N36_seed30	ok	10	12	60	30	41	42	1
grid	6	31	grid_k6_N36_seed31	ok	10	12	60	30	41	42	1
grid	6	32	grid_k6_N36_seed32	ok	10	12	60	30	41	42	1
grid	6	33	grid_k6_N36_seed33	ok	10	12	60	30	41	42	1
grid	6	34	grid_k6_N36_seed34	ok	10	12	60	30	41	42	1
grid	6	35	grid_k6_N36_seed35	ok	10	12	60	30	41	42	1
grid	6	36	grid_k6_N36_seed36	ok	10	12	60	30	41	42	1
grid	6	37	grid_k6_N36_seed37	ok	10	12	60	30	41	42	1
grid	6	38	grid_k6_N36_seed38	ok	10	12	60	30	41	42	1
grid	6	39	grid_k6_N36_seed39	ok	10	12	60	30	41	42	1
grid	6	40	grid_k6_N36_seed40	ok	10	12	60	30	41	42	1
grid	7	1	grid_k7_N49_seed1	ok	12	14	84	41	52	53	1
grid	7	2	grid_k7_N49_seed2	ok	12	14	84	41	52	53	1
grid	7	3	grid_k7_N49_seed3	ok	12	14	84	41	52	53	1
grid	7	4	grid_k7_N49_seed4	ok	12	14	84	41	52	53	1
grid	7	5	grid_k7_N49_seed5	ok	12	14	84	41	52	53	1
grid	7	6	grid_k7_N49_seed6	ok	12	14	84	41	52	53	1
grid	7	7	grid_k7_N49_seed7	ok	12	14	84	41	52	53	1
grid	7	8	grid_k7_N49_seed8	ok	12	14	84	41	52	53	1
grid	7	9	grid_k7_N49_seed9	ok	12	14	84	41	52	53	1
grid	7	10	grid_k7_N49_seed10	ok	12	14	84	41	52	53	1
grid	7	11	grid_k7_N49_seed11	ok	12	14	84	41	52	53	1
grid	7	12	grid_k7_N49_seed12	ok	12	14	84	41	52	53	1
grid	7	13	grid_k7_N49_seed13	ok	12	14	84	41	52	53	1
grid	7	14	grid_k7_N49_seed14	ok	12	14	84	41	52	53	1
grid	7	15	grid_k7_N49_seed15	ok	12	14	84	41	52	53	1
grid	7	16	grid_k7_N49_seed16	ok	12	14	84	41	52	53	1
grid	7	17	grid_k7_N49_seed17	ok	12	14	84	41	52	53	1
grid	7	18	grid_k7_N49_seed18	ok	12	14	84	41	52	53	1
grid	7	19	grid_k7_N49_seed19	ok	12	14	84	41	52	53	1
grid	7	20	grid_k7_N49_seed20	ok	12	14	84	41	52	53	1
grid	7	21	grid_k7_N49_seed21	ok	12	14	84	41	52	53	1
grid	7	22	grid_k7_N49_seed22	ok	12	14	84	41	52	53	1
grid	7	23	grid_k7_N49_seed23	ok	12	14	84	41	52	53	1
grid	7	24	grid_k7_N49_seed24	ok	12	14	84	41	52	53	1
grid	7	25	grid_k7_N49_seed25	ok	12	14	84	41	52	53	1
grid	7	26	grid_k7_N49_seed26	ok	12	14	84	41	52	53	1
grid	7	27	grid_k7_N49_seed27	ok	12	14	84	41	52	53	1
grid	7	28	grid_k7_N49_seed28	ok	12	14	84	41	52	53	1
grid	7	29	grid_k7_N49_seed29	ok	12	14	84	41	52	53	1
grid	7	30	grid_k7_N49_seed30	ok	12	14	84	41	52	53	1
grid	7	31	grid_k7_N49_seed31	ok	12	14	84	41	52	53	1
grid	7	32	grid_k7_N49_seed32	ok	12	14	84	41	52	53	1
grid	7	33	grid_k7_N49_seed33	ok	12	14	84	41	52	53	1
grid	7	34	grid_k7_N49_seed34	ok	12	14	84	41	52	53	1
grid	7	35	grid_k7_N49_seed35	ok	12	14	84	41	52	53	1
grid	7	36	grid_k7_N49_seed36	ok	12	14	84	41	52	53	1
grid	7	37	grid_k7_N49_seed37	ok	12	14	84	41	52	53	1
grid	7	38	grid_k7_N49_seed38	ok	12	14	84	41	52	53	1
grid	7	39	grid_k7_N49_seed39	ok	12	14	84	41	52	53	1
grid	7	40	grid_k7_N49_seed40	ok	12	14	84	41	52	53	1
grid	8	1	grid_k8_N64_seed1	ok	14	16	112	53	64	65	1
grid	8	2	grid_k8_N64_seed2	ok	14	16	112	53	64	65	1
grid	8	3	grid_k8_N64_seed3	ok	14	16	112	53	64	65	1
grid	8	4	grid_k8_N64_seed4	ok	14	16	112	53	64	65	1
grid	8	5	grid_k8_N64_seed5	ok	14	16	112	53	64	65	1
grid	8	6	grid_k8_N64_seed6	ok	14	16	112	53	64	65	1
grid	8	7	grid_k8_N64_seed7	ok	14	16	112	53	64	65	1
grid	8	8	grid_k8_N64_seed8	ok	14	16	112	53	64	65	1
grid	8	9	grid_k8_N64_seed9	ok	14	16	112	53	64	65	1
grid	8	10	grid_k8_N64_seed10	ok	14	16	112	53	64	65	1
grid	8	11	grid_k8_N64_seed11	ok	14	16	112	53	64	65	1
grid	8	12	grid_k8_N64_seed12	ok	14	16	112	53	64	65	1
grid	8	13	grid_k8_N64_seed13	ok	14	16	112	53	64	65	1
grid	8	14	grid_k8_N64_seed14	ok	14	16	112	53	64	65	1
grid	8	15	grid_k8_N64_seed15	ok	14	16	112	53	64	65	1
grid	8	16	grid_k8_N64_seed16	ok	14	16	112	53	64	65	1
grid	8	17	grid_k8_N64_seed17	ok	14	16	112	53	64	65	1
grid	8	18	grid_k8_N64_seed18	ok	14	16	112	53	64	65	1
grid	8	19	grid_k8_N64_seed19	ok	14	16	112	53	64	65	1
grid	8	20	grid_k8_N64_seed20	ok	14	16	112	53	64	65	1
grid	8	21	grid_k8_N64_seed21	ok	14	16	112	53	64	65	1
grid	8	22	grid_k8_N64_seed22	ok	14	16	112	53	64	65	1
grid	8	23	grid_k8_N64_seed23	ok	14	16	112	53	64	65	1
grid	8	24	grid_k8_N64_seed24	ok	14	16	112	53	64	65	1
grid	8	25	grid_k8_N64_seed25	ok	14	16	112	53	64	65	1
grid	8	26	grid_k8_N64_seed26	ok	14	16	112	53	64	65	1
grid	8	27	grid_k8_N64_seed27	ok	14	16	112	53	64	65	1
grid	8	28	grid_k8_N64_seed28	ok	14	16	112	53	64	65	1
grid	8	29	grid_k8_N64_seed29	ok	14	16	112	53	64	65	1
grid	8	30	grid_k8_N64_seed30	ok	14	16	112	53	64	65	1
grid	8	31	grid_k8_N64_seed31	ok	14	16	112	53	64	65	1
grid	8	32	grid_k8_N64_seed32	ok	14	16	112	53	64	65	1
grid	8	33	grid_k8_N64_seed33	ok	14	16	112	53	64	65	1
grid	8	34	grid_k8_N64_seed34	ok	14	16	112	53	64	65	1
grid	8	35	grid_k8_N64_seed35	ok	14	16	112	53	64	65	1
grid	8	36	grid_k8_N64_seed36	ok	14	16	112	53	64	65	1
grid	8	37	grid_k8_N64_seed37	ok	14	16	112	53	64	65	1
grid	8	38	grid_k8_N64_seed38	ok	14	16	112	53	64	65	1
grid	8	39	grid_k8_N64_seed39	ok	14	16	112	53	64	65	1
grid	8	40	grid_k8_N64_seed40	ok	14	16	112	53	64	65	1
grid	9	1	grid_k9_N81_seed1	ok	16	18	144	65	75	76	1
grid	9	2	grid_k9_N81_seed2	ok	16	18	144	65	75	76	1
grid	9	3	grid_k9_N81_seed3	ok	16	18	144	65	75	76	1
grid	9	4	grid_k9_N81_seed4	ok	16	18	144	65	75	76	1
grid	9	5	grid_k9_N81_seed5	ok	16	18	144	65	75	76	1
grid	9	6	grid_k9_N81_seed6	ok	16	18	144	65	75	76	1
grid	9	7	grid_k9_N81_seed7	ok	16	18	144	65	75	76	1
grid	9	8	grid_k9_N81_seed8	ok	16	18	144	65	75	76	1
grid	9	9	grid_k9_N81_seed9	ok	16	18	144	65	75	76	1
grid	9	10	grid_k9_N81_seed10	ok	16	18	144	65	75	76	1
grid	9	11	grid_k9_N81_seed11	ok	16	18	144	65	75	76	1
grid	9	12	grid_k9_N81_seed12	ok	16	18	144	65	75	76	1
grid	9	13	grid_k9_N81_seed13	ok	16	18	144	65	75	76	1
grid	9	14	grid_k9_N81_seed14	ok	16	18	144	65	75	76	1
grid	9	15	grid_k9_N81_seed15	ok	16	18	144	65	75	76	1
grid	9	16	grid_k9_N81_seed16	ok	16	18	144	65	75	76	1
grid	9	17	grid_k9_N81_seed17	ok	16	18	144	65	75	76	1
grid	9	18	grid_k9_N81_seed18	ok	16	18	144	65	75	76	1
grid	9	19	grid_k9_N81_seed19	ok	16	18	144	65	75	76	1
grid	9	20	grid_k9_N81_seed20	ok	16	18	144	65	75	76	1
grid	9	21	grid_k9_N81_seed21	ok	16	18	144	65	75	76	1
grid	9	22	grid_k9_N81_seed22	ok	16	18	144	65	75	76	1
grid	9	23	grid_k9_N81_seed23	ok	16	18	144	65	75	76	1
grid	9	24	grid_k9_N81_seed24	ok	16	18	144	65	75	76	1
grid	9	25	grid_k9_N81_seed25	ok	16	18	144	65	75	76	1
grid	9	26	grid_k9_N81_seed26	ok	16	18	144	65	75	76	1
grid	9	27	grid_k9_N81_seed27	ok	16	18	144	65	75	76	1
grid	9	28	grid_k9_N81_seed28	ok	16	18	144	65	75	76	1
grid	9	29	grid_k9_N81_seed29	ok	16	18	144	65	75	76	1
grid	9	30	grid_k9_N81_seed30	ok	16	18	144	65	75	76	1
grid	9	31	grid_k9_N81_seed31	ok	16	18	144	65	75	76	1
grid	9	32	grid_k9_N81_seed32	ok	16	18	144	65	75	76	1
grid	9	33	grid_k9_N81_seed33	ok	16	18	144	65	75	76	1
grid	9	34	grid_k9_N81_seed34	ok	16	18	144	65	75	76	1
grid	9	35	grid_k9_N81_seed35	ok	16	18	144	65	75	76	1
grid	9	36	grid_k9_N81_seed36	ok	16	18	144	65	75	76	1
grid	9	37	grid_k9_N81_seed37	ok	16	18	144	65	75	76	1
grid	9	38	grid_k9_N81_seed38	ok	16	18	144	65	75	76	1
grid	9	39	grid_k9_N81_seed39	ok	16	18	144	65	75	76	1
grid	9	40	grid_k9_N81_seed40	ok	16	18	144	65	75	76	1
mtn_knn	20	1	mtnknn_N20_seed1	ok	5	7	50	19	27	28	1
mtn_knn	20	2	mtnknn_N20_seed2	ok	5	7	48	19	27	28	1
mtn_knn	20	3	mtnknn_N20_seed3	ok	4	6	49	19	24	25	1
mtn_knn	20	4	mtnknn_N20_seed4	ok	6	8	51	20	30	31	1
mtn_knn	20	5	mtnknn_N20_seed5	ok	3	5	49	18	21	22	1
mtn_knn	20	6	mtnknn_N20_seed6	ok	6	8	49	19	29	30	1
mtn_knn	20	7	mtnknn_N20_seed7	ok	5	7	48	19	27	28	1
mtn_knn	20	8	mtnknn_N20_seed8	ok	4	6	52	20	25	26	1
mtn_knn	20	9	mtnknn_N20_seed9	ok	5	7	49	19	27	28	1
mtn_knn	20	10	mtnknn_N20_seed10	ok	5	7	46	19	26	27	1
mtn_knn	20	11	mtnknn_N20_seed11	ok	4	6	50	19	24	25	1
mtn_knn	20	12	mtnknn_N20_seed12	ok	5	7	50	19	27	28	1
mtn_knn	20	13	mtnknn_N20_seed13	ok	4	6	52	20	25	26	1
mtn_knn	20	14	mtnknn_N20_seed14	ok	5	7	49	19	27	28	1
mtn_knn	20	15	mtnknn_N20_seed15	ok	7	9	49	19	31	32	1
mtn_knn	20	16	mtnknn_N20_seed16	ok	4	6	52	20	25	26	1
mtn_knn	20	17	mtnknn_N20_seed17	ok	5	7	54	20	28	29	1
mtn_knn	20	18	mtnknn_N20_seed18	ok	5	7	51	19	27	28	1
mtn_knn	20	19	mtnknn_N20_seed19	ok	4	6	52	19	25	26	1
mtn_knn	20	20	mtnknn_N20_seed20	ok	6	8	50	19	30	31	1
mtn_knn	20	21	mtnknn_N20_seed21	ok	5	7	54	20	28	29	1
mtn_knn	20	22	mtnknn_N20_seed22	ok	5	7	51	20	27	28	1
mtn_knn	20	23	mtnknn_N20_seed23	ok	4	6	50	19	24	25	1
mtn_knn	20	24	mtnknn_N20_seed24	ok	5	7	48	19	27	28	1
mtn_knn	20	25	mtnknn_N20_seed25	ok	4	6	48	19	24	25	1
mtn_knn	20	26	mtnknn_N20_seed26	ok	4	6	49	19	24	25	1
mtn_knn	20	27	mtnknn_N20_seed27	ok	4	6	49	19	24	25	1
mtn_knn	20	28	mtnknn_N20_seed28	ok	4	6	50	19	24	25	1
mtn_knn	20	29	mtnknn_N20_seed29	ok	6	8	48	19	29	30	1
mtn_knn	20	30	mtnknn_N20_seed30	ok	6	8	52	20	30	31	1
mtn_knn	20	31	mtnknn_N20_seed31	ok	6	8	51	20	30	31	1
mtn_knn	20	32	mtnknn_N20_seed32	ok	4	6	49	19	24	25	1
mtn_knn	20	33	mtnknn_N20_seed33	ok	5	7	52	20	27	28	1
mtn_knn	20	34	mtnknn_N20_seed34	ok	6	8	53	20	30	31	1
mtn_knn	20	35	mtnknn_N20_seed35	ok	5	7	56	20	28	29	1
mtn_knn	20	36	mtnknn_N20_seed36	ok	4	6	52	20	25	26	1
mtn_knn	20	37	mtnknn_N20_seed37	ok	4	6	47	19	24	25	1
mtn_knn	20	38	mtnknn_N20_seed38	ok	6	8	50	19	30	31	1
mtn_knn	20	39	mtnknn_N20_seed39	ok	5	7	48	19	27	28	1
mtn_knn	20	40	mtnknn_N20_seed40	ok	5	7	56	20	28	29	1
mtn_knn	30	1	mtnknn_N30_seed1	ok	6	8	71	28	34	35	1
mtn_knn	30	2	mtnknn_N30_seed2	ok	7	9	70	29	36	37	1
mtn_knn	30	3	mtnknn_N30_seed3	ok	7	9	75	29	37	38	1
mtn_knn	30	4	mtnknn_N30_seed4	ok	6	8	74	28	34	35	1
mtn_knn	30	5	mtnknn_N30_seed5	ok	4	6	74	25	28	29	1
mtn_knn	30	6	mtnknn_N30_seed6	ok	7	9	76	29	38	39	1
mtn_knn	30	7	mtnknn_N30_seed7	ok	7	9	78	30	38	39	1
mtn_knn	30	8	mtnknn_N30_seed8	ok	5	7	79	28	32	33	1
mtn_knn	30	9	mtnknn_N30_seed9	ok	6	8	73	28	34	35	1
mtn_knn	30	10	mtnknn_N30_seed10	ok	8	10	73	29	40	41	1
mtn_knn	30	11	mtnknn_N30_seed11	ok	8	10	72	29	39	40	1
mtn_knn	30	12	mtnknn_N30_seed12	ok	5	7	75	27	31	32	1
mtn_knn	30	13	mtnknn_N30_seed13	ok	6	8	77	29	35	36	1
mtn_knn	30	14	mtnknn_N30_seed14	ok	6	8	71	28	34	35	1
mtn_knn	30	15	mtnknn_N30_seed15	ok	8	10	71	29	39	40	1
mtn_knn	30	16	mtnknn_N30_seed16	ok	7	9	74	29	37	38	1
mtn_knn	30	17	mtnknn_N30_seed17	ok	6	8	82	29	36	37	1
mtn_knn	30	18	mtnknn_N30_seed18	ok	7	9	79	30	38	39	1
mtn_knn	30	19	mtnknn_N30_seed19	ok	5	7	75	27	31	32	1
mtn_knn	30	20	mtnknn_N30_seed20	ok	5	7	79	28	32	33	1
mtn_knn	30	21	mtnknn_N30_seed21	ok	6	8	72	28	34	35	1
mtn_knn	30	22	mtnknn_N30_seed22	ok	6	8	76	29	35	36	1
mtn_knn	30	23	mtnknn_N30_seed23	ok	5	7	76	27	32	33	1
mtn_knn	30	24	mtnknn_N30_seed24	ok	7	9	76	30	38	39	1
mtn_knn	30	25	mtnknn_N30_seed25	ok	7	9	74	29	37	38	1
mtn_knn	30	26	mtnknn_N30_seed26	ok	6	8	74	28	34	35	1
mtn_knn	30	27	mtnknn_N30_seed27	ok	6	8	74	28	34	35	1
mtn_knn	30	28	mtnknn_N30_seed28	ok	7	9	73	29	37	38	1
mtn_knn	30	29	mtnknn_N30_seed29	ok	7	9	72	29	37	38	1
mtn_knn	30	30	mtnknn_N30_seed30	ok	7	9	76	29	38	39	1
mtn_knn	30	31	mtnknn_N30_seed31	ok	5	7	76	27	32	33	1
mtn_knn	30	32	mtnknn_N30_seed32	ok	6	8	74	28	34	35	1
mtn_knn	30	33	mtnknn_N30_seed33	ok	7	9	76	29	38	39	1
mtn_knn	30	34	mtnknn_N30_seed34	ok	6	8	79	29	35	36	1
mtn_knn	30	35	mtnknn_N30_seed35	ok	7	9	73	29	37	38	1
mtn_knn	30	36	mtnknn_N30_seed36	ok	6	8	73	28	34	35	1
mtn_knn	30	37	mtnknn_N30_seed37	ok	8	10	75	29	40	41	1
mtn_knn	30	38	mtnknn_N30_seed38	ok	8	10	79	30	41	42	1
mtn_knn	30	39	mtnknn_N30_seed39	ok	7	9	72	29	37	38	1
mtn_knn	30	40	mtnknn_N30_seed40	ok	6	8	80	29	35	36	1
mtn_knn	40	1	mtnknn_N40_seed1	ok	7	9	96	35	41	42	1
mtn_knn	40	2	mtnknn_N40_seed2	ok	8	10	99	37	44	45	1
mtn_knn	40	3	mtnknn_N40_seed3	ok	7	9	101	36	41	42	1
mtn_knn	40	4	mtnknn_N40_seed4	ok	9	11	96	38	47	48	1
mtn_knn	40	5	mtnknn_N40_seed5	ok	7	9	99	36	41	42	1
mtn_knn	40	6	mtnknn_N40_seed6	ok	8	10	98	37	44	45	1
mtn_knn	40	7	mtnknn_N40_seed7	ok	8	10	100	37	44	45	1
mtn_knn	40	8	mtnknn_N40_seed8	ok	7	9	100	36	41	42	1
mtn_knn	40	9	mtnknn_N40_seed9	ok	8	10	100	37	44	45	1
mtn_knn	40	10	mtnknn_N40_seed10	ok	8	10	101	37	45	46	1
mtn_knn	40	11	mtnknn_N40_seed11	ok	7	9	99	36	41	42	1
mtn_knn	40	12	mtnknn_N40_seed12	ok	6	8	93	33	37	38	1
mtn_knn	40	13	mtnknn_N40_seed13	ok	8	10	102	38	45	46	1
mtn_knn	40	14	mtnknn_N40_seed14	ok	7	9	97	35	41	42	1
mtn_knn	40	15	mtnknn_N40_seed15	ok	9	11	98	38	47	48	1
mtn_knn	40	16	mtnknn_N40_seed16	ok	7	9	98	36	41	42	1
mtn_knn	40	17	mtnknn_N40_seed17	ok	7	9	107	37	42	43	1
mtn_knn	40	18	mtnknn_N40_seed18	ok	9	11	101	39	48	49	1
mtn_knn	40	19	mtnknn_N40_seed19	ok	7	9	103	36	42	43	1
mtn_knn	40	20	mtnknn_N40_seed20	ok	7	9	107	37	42	43	1
mtn_knn	40	21	mtnknn_N40_seed21	ok	9	11	97	38	47	48	1
mtn_knn	40	22	mtnknn_N40_seed22	ok	8	10	98	37	44	45	1
mtn_knn	40	23	mtnknn_N40_seed23	ok	7	9	102	36	42	43	1
mtn_knn	40	24	mtnknn_N40_seed24	ok	9	11	100	38	48	49	1
mtn_knn	40	25	mtnknn_N40_seed25	ok	9	11	105	39	48	49	1
mtn_knn	40	26	mtnknn_N40_seed26	ok	10	12	99	39	50	51	1
mtn_knn	40	27	mtnknn_N40_seed27	ok	7	9	97	35	41	42	1
mtn_knn	40	28	mtnknn_N40_seed28	ok	8	10	97	37	44	45	1
mtn_knn	40	29	mtnknn_N40_seed29	ok	8	10	97	37	44	45	1
mtn_knn	40	30	mtnknn_N40_seed30	ok	9	11	104	39	48	49	1
mtn_knn	40	31	mtnknn_N40_seed31	ok	8	10	102	38	45	46	1
mtn_knn	40	32	mtnknn_N40_seed32	ok	7	9	99	36	41	42	1
mtn_knn	40	33	mtnknn_N40_seed33	ok	9	11	102	39	48	49	1
mtn_knn	40	34	mtnknn_N40_seed34	ok	8	10	101	38	45	46	1
mtn_knn	40	35	mtnknn_N40_seed35	ok	7	9	100	36	41	42	1
mtn_knn	40	36	mtnknn_N40_seed36	ok	10	12	103	40	51	52	1
mtn_knn	40	37	mtnknn_N40_seed37	ok	9	11	99	38	47	48	1
mtn_knn	40	38	mtnknn_N40_seed38	ok	9	11	102	39	48	49	1
mtn_knn	40	39	mtnknn_N40_seed39	ok	8	10	96	37	44	45	1
mtn_knn	40	40	mtnknn_N40_seed40	ok	8	10	101	37	45	46	1
mtn_knn	60	1	mtnknn_N60_seed1	ok	11	13	149	53	61	62	1
mtn_knn	60	2	mtnknn_N60_seed2	ok	9	11	150	49	54	55	1
mtn_knn	60	3	mtnknn_N60_seed3	ok	10	12	147	51	57	58	1
mtn_knn	60	4	mtnknn_N60_seed4	ok	10	12	147	51	57	58	1
mtn_knn	60	5	mtnknn_N60_seed5	ok	11	13	145	53	61	62	1
mtn_knn	60	6	mtnknn_N60_seed6	ok	11	13	148	53	61	62	1
mtn_knn	60	7	mtnknn_N60_seed7	ok	9	11	146	48	54	55	1
mtn_knn	60	8	mtnknn_N60_seed8	ok	10	12	143	50	57	58	1
mtn_knn	60	9	mtnknn_N60_seed9	ok	11	13	153	54	62	63	1
mtn_knn	60	10	mtnknn_N60_seed10	ok	11	13	150	53	61	62	1
mtn_knn	60	11	mtnknn_N60_seed11	ok	8	10	148	46	50	51	1
mtn_knn	60	12	mtnknn_N60_seed12	ok	9	11	145	48	54	55	1
mtn_knn	60	13	mtnknn_N60_seed13	ok	11	13	155	54	62	63	1
mtn_knn	60	14	mtnknn_N60_seed14	ok	11	13	150	53	61	62	1
mtn_knn	60	15	mtnknn_N60_seed15	ok	11	13	149	53	61	62	1
mtn_knn	60	16	mtnknn_N60_seed16	ok	10	12	142	50	57	58	1
mtn_knn	60	17	mtnknn_N60_seed17	ok	9	11	157	50	55	56	1
mtn_knn	60	18	mtnknn_N60_seed18	ok	9	11	151	49	54	55	1
mtn_knn	60	19	mtnknn_N60_seed19	ok	15	17	143	58	72	73	1
mtn_knn	60	20	mtnknn_N60_seed20	ok	8	10	154	47	51	52	1
mtn_knn	60	21	mtnknn_N60_seed21	ok	8	10	150	46	51	52	1
mtn_knn	60	22	mtnknn_N60_seed22	ok	10	12	140	50	57	58	1
mtn_knn	60	23	mtnknn_N60_seed23	ok	8	10	152	46	51	52	1
mtn_knn	60	24	mtnknn_N60_seed24	ok	12	14	150	55	64	65	1
mtn_knn	60	25	mtnknn_N60_seed25	ok	11	13	157	54	62	63	1
mtn_knn	60	26	mtnknn_N60_seed26	ok	11	13	154	54	62	63	1
mtn_knn	60	27	mtnknn_N60_seed27	ok	10	12	148	51	58	59	1
mtn_knn	60	28	mtnknn_N60_seed28	ok	11	13	144	53	60	61	1
mtn_knn	60	29	mtnknn_N60_seed29	ok	11	13	145	53	61	62	1
mtn_knn	60	30	mtnknn_N60_seed30	ok	10	12	157	52	59	60	1
mtn_knn	60	31	mtnknn_N60_seed31	ok	10	12	146	51	57	58	1
mtn_knn	60	32	mtnknn_N60_seed32	ok	12	14	151	55	65	66	1
mtn_knn	60	33	mtnknn_N60_seed33	ok	12	14	151	55	65	66	1
mtn_knn	60	34	mtnknn_N60_seed34	ok	9	11	149	49	54	55	1
mtn_knn	60	35	mtnknn_N60_seed35	ok	11	13	145	53	61	62	1
mtn_knn	60	36	mtnknn_N60_seed36	ok	11	13	154	54	62	63	1
mtn_knn	60	37	mtnknn_N60_seed37	ok	12	14	155	56	65	66	1
mtn_knn	60	38	mtnknn_N60_seed38	ok	10	12	150	51	58	59	1
mtn_knn	60	39	mtnknn_N60_seed39	ok	12	14	151	55	65	66	1
mtn_knn	60	40	mtnknn_N60_seed40	ok	10	12	144	51	57	58	1
sparse	80	1	sparse_N80_seed1	ok	5	7	193	40	41	42	1
sparse	80	2	sparse_N80_seed2	ok	8	10	183	50	54	55	1
sparse	80	3	sparse_N80_seed3	ok	4	6	203	36	37	38	1
sparse	80	4	sparse_N80_seed4	ok	5	7	196	40	41	42	1
sparse	80	5	sparse_N80_seed5	ok	4	6	183	35	36	37	1
sparse	80	6	sparse_N80_seed6	ok	8	10	189	51	54	55	1
sparse	80	7	sparse_N80_seed7	ok	3	5	191	31	31	32	1
sparse	80	8	sparse_N80_seed8	ok	3	5	167	30	30	31	1
sparse	80	9	sparse_N80_seed9	ok	3	5	165	30	30	31	1
sparse	80	10	sparse_N80_seed10	ok	5	7	195	40	41	42	1
sparse	80	11	sparse_N80_seed11	ok	3	5	195	31	32	33	1
sparse	80	12	sparse_N80_seed12	ok	6	8	194	44	46	47	1
sparse	80	13	sparse_N80_seed13	ok	3	5	209	31	32	33	1
sparse	80	14	sparse_N80_seed14	ok	6	8	201	44	46	47	1
sparse	80	15	sparse_N80_seed15	ok	3	5	191	31	31	32	1
sparse	80	16	sparse_N80_seed16	ok	4	6	175	35	36	37	1
sparse	80	17	sparse_N80_seed17	ok	4	6	182	35	36	37	1
sparse	80	18	sparse_N80_seed18	ok	3	5	195	31	32	33	1
sparse	80	19	sparse_N80_seed19	ok	3	5	215	32	32	33	1
sparse	80	20	sparse_N80_seed20	ok	5	7	200	40	42	43	1
sparse	80	21	sparse_N80_seed21	ok	3	5	208	31	32	33	1
sparse	80	22	sparse_N80_seed22	ok	6	8	205	44	46	47	1
sparse	80	23	sparse_N80_seed23	ok	3	5	197	31	32	33	1
sparse	80	24	sparse_N80_seed24	ok	5	7	195	40	41	42	1
sparse	80	25	sparse_N80_seed25	ok	3	5	188	31	31	32	1
sparse	80	26	sparse_N80_seed26	ok	6	8	192	44	46	47	1
sparse	80	27	sparse_N80_seed27	ok	6	8	202	44	46	47	1
sparse	80	28	sparse_N80_seed28	ok	4	6	197	36	37	38	1
sparse	80	29	sparse_N80_seed29	ok	3	5	194	31	32	33	1
sparse	80	30	sparse_N80_seed30	ok	3	5	192	31	31	32	1
sparse	80	31	sparse_N80_seed31	CENSORED	8	10	198				
sparse	80	32	sparse_N80_seed32	ok	3	5	196	31	32	33	1
sparse	80	33	sparse_N80_seed33	ok	3	5	203	31	32	33	1
sparse	80	34	sparse_N80_seed34	ok	5	7	199	40	42	43	1
sparse	80	35	sparse_N80_seed35	ok	6	8	187	43	45	46	1
sparse	80	36	sparse_N80_seed36	ok	3	5	180	30	31	32	1
sparse	80	37	sparse_N80_seed37	ok	6	8	206	44	46	47	1
sparse	80	38	sparse_N80_seed38	ok	6	8	182	43	45	46	1
sparse	80	39	sparse_N80_seed39	ok	3	5	199	31	32	33	1
sparse	80	40	sparse_N80_seed40	ok	3	5	194	31	32	33	1
sparse	100	1	sparse_N100_seed1	ok	3	5	236	32	33	34	1
sparse	100	2	sparse_N100_seed2	ok	4	6	235	37	38	39	1
sparse	100	3	sparse_N100_seed3	CENSORED	6	8	259				
sparse	100	4	sparse_N100_seed4	CENSORED	5	7	258				
sparse	100	5	sparse_N100_seed5	ok	3	5	245	33	33	34	1
sparse	100	6	sparse_N100_seed6	CENSORED	6	8	254				
sparse	100	7	sparse_N100_seed7	CENSORED	8	10	240				
sparse	100	8	sparse_N100_seed8	ok	4	6	225	37	38	39	1
sparse	100	9	sparse_N100_seed9	ok	6	8	218	46	47	48	1
sparse	100	10	sparse_N100_seed10	ok	3	5	257	33	34	35	1
sparse	100	11	sparse_N100_seed11	ok	4	6	247	38	39	40	1
sparse	100	12	sparse_N100_seed12	CENSORED	5	7	257				
sparse	100	13	sparse_N100_seed13	CENSORED	6	8	252				
sparse	100	14	sparse_N100_seed14	ok	3	5	241	33	33	34	1
sparse	100	15	sparse_N100_seed15	CENSORED	6	8	242				
sparse	100	16	sparse_N100_seed16	ok	5	7	223	42	43	44	1
