family,size,seed,label,status,N,E,s,t,terminal_fallback,L,m,wstar,wmax,lightsum_m,lightsum_m_minus_1,girth,girth_exact,cert_sharp_margin,cert_pure_margin,cert39_margin,rho,gamma,gamma_threshold,gamma_sharp,gamma_sharp_threshold,cycle_cert,cycle_bound,cycle_note,cycle_witness_delta,pure_status,delta_min_pure,delta_both_aux,delta_one_aux_S,delta_one_aux_T,delta_aux_free,argmin_subcase,dfs_nodes,witness_subcase,witness_walk,witness_weights,verdict,verdict_note,censor_note,cycle_wall_s,pure_wall_s,total_wall_s,cycle_rss_mib,pure_rss_mib,peak_rss_mib
sparse,60,7,sparse_N60_seed7,ok,60,143,0,59,0,3,5,0.9362127184867859,0.9914506077766418,0.14503598911687732,0.09537069452926517,0.7137074992060661,1,-0.8408420239575207,-0.8347466164268553,-1.7826273371465504,0.15738096467664206,0.09295066361711113,1.235400858073668,0.0764014624930119,0.75,OPEN,-0.22250521928071976,"neither certificate fires -- constructive search, then UNDETERMINED",,witness,-0.07305401237681508,,,,,,,one_aux_S,0 33 16 58 46,0.349604219 0.3550511 0.00572754769 0.305551678,WITNESS,pure-path one_aux_S,,0.00022530555725097656,0.00014352798461914062,0.009094715118408203,36.07421875,36.07421875,36.07421875
sparse,60,8,sparse_N60_seed8,ok,60,130,0,5,1,3,5,2.079218566417694,0.9900544881820679,0.17821173463016748,0.1280335122719407,0.4319295175373554,1,-1.9511850541457534,-1.947715942747891,-2.8910613199695945,0.3500175312296099,0.05142655154447093,0.8856999752232424,0.04618328046646783,0.75,OPEN,-1.6472890488803387,"neither certificate fires -- constructive search, then UNDETERMINED",,witness,-1.0531323701143265,,,,,,,one_aux_S,0 25 20 21 29,0.392426014 0.201129973 0.333575368 0.197909683,WITNESS,pure-path one_aux_S,,0.0002384185791015625,0.0002589225769042969,0.024538755416870117,36.07421875,36.07421875,36.07421875
sparse,60,9,sparse_N60_seed9,ok,60,125,0,1,1,3,5,1.1842887699604034,0.9991343021392822,0.217676205560565,0.16318206675350666,0.7182357162237167,1,-1.0211067032068968,-1.017102163285017,-1.9657468665391207,0.197552482421479,0.11028199088699102,1.1061946009195147,0.10334181423439655,0.75,OPEN,-0.4660530537366867,"neither certificate fires -- constructive search, then UNDETERMINED",,witness,-0.6741305254399776,,,,,,,one_aux_S,0 59 18 22 48,0.0544941388 0.206036091 0.0456276461 0.408000737,WITNESS,pure-path one_aux_S,,0.0003037452697753906,0.00013113021850585938,0.013543128967285156,36.07421875,36.07421875,36.07421875
sparse,60,10,sparse_N60_seed10,ok,60,147,0,59,0,3,5,1.4692555516958237,0.9954311847686768,0.06357721134554595,0.03955766081344336,0.5315357148647308,1,-1.4296978908823803,-1.428627442684956,-2.4011095251189545,0.2459998531586518,0.02596303057238671,1.0065043076895959,0.020192706146891365,0.75,OPEN,-0.9377198368310928,"neither certificate fires -- constructive search, then UNDETERMINED",,witness,-0.4689283221960068,,,,,,,one_aux_S,0 49 45 42 39,0.480169326 0.137899697 0.343393803 0.0777288079,WITNESS,pure-path one_aux_S,,0.00043845176696777344,0.0001919269561767578,0.013698101043701172,36.07421875,36.07421875,36.078125
sparse,60,11,sparse_N60_seed11,ok,60,152,0,59,0,4,6,1.075675331056118,0.9947057962417603,0.16420755628496408,0.11805338505655527,0.5501580275595188,1,-0.9576219459995627,-0.9558115256950259,-1.9061735710129142,0.13517506069637378,0.10177020986666553,1.28315119350194,0.08779852555744548,0.8,OPEN,-0.5255173034965992,"neither certificate fires -- constructive search, then UNDETERMINED",,witness,-0.5439588697627187,,,,,,,one_aux_S,0 41 43 33 50 24,0.137756631 0.102372646 0.212555245 0.0117865382 0.134490803,WITNESS,pure-path one_aux_S,,0.00025582313537597656,0.0001125335693359375,0.00838160514831543,36.07421875,36.07421875,36.07421875
sparse,60,12,sparse_N60_seed12,ok,60,151,0,59,0,5,7,1.6143981590867043,0.9983020424842834,0.27467341907322407,0.20657546259462833,0.5742715001106262,1,-1.407822696492076,-1.3976514339447021,-2.3380267824977636,0.16171440008970234,0.12152844590024099,1.1559815149624026,0.106631823048066,0.8333333333333334,OPEN,-1.040126658976078,"neither certificate fires -- constructive search, then UNDETERMINED",,witness,-0.4972063135355711,,,,,,,one_aux_S,0 41 53 9 44 23 52,0.380534977 0.109488606 0.452058822 0.10705737 0.0477554314 0.0405932777,WITNESS,pure-path one_aux_S,,0.00021076202392578125,0.00017595291137695312,0.00843358039855957,36.07421875,36.07421875,36.07421875
sparse,60,13,sparse_N60_seed13,ok,60,158,0,59,0,3,5,0.6060505136847496,0.9840337038040161,0.07351255579851568,0.043748089810833335,0.43666259199380875,1,-0.5623024238739163,-0.5564078327734023,-1.51657166169025,0.10264731640490181,0.07277864218105902,1.5742095897133908,0.05413916268899063,0.75,OPEN,-0.16938792169094086,"neither certificate fires -- constructive search, then UNDETERMINED",,witness,-0.0006290897727012634,,,,,,,one_aux_S,0 25 30 58 41,0.163091019 0.173294544 0.187582284 0.162907153,WITNESS,pure-path one_aux_S,,0.00027441978454589844,9.465217590332031e-05,0.009167194366455078,36.07421875,36.07421875,36.07421875
sparse,60,14,sparse_N60_seed14,ok,60,156,0,59,0,5,7,0.8463156512007117,0.9986546635627747,0.2101176232099533,0.15742796286940575,0.1490384703502059,1,-0.688887688331306,-0.6881409930065274,-1.634852691553533,0.08474557643193872,0.17733810826445917,1.5571447098338476,0.15501304846686,0.8333333333333334,OPEN,-0.688887688331306,"neither certificate fires -- constructive search, then UNDETERMINED",,witness,-0.19696831423789263,,,,,,,one_aux_S,0 30 27 2 4 33 31,0.110383555 0.100394867 0.220733389 0.0902605057 0.119441092 0.0162678547,WITNESS,pure-path one_aux_S,,0.00010514259338378906,0.00012993812561035156,0.008572578430175781,36.07421875,36.07421875,36.07421875
sparse,60,15,sparse_N60_seed15,ok,60,134,0,59,0,3,5,0.8109670579433441,0.9731497764587402,0.0890755410073325,0.049167023855261505,0.17690061405301094,1,-0.7618000340880826,-0.751063012634404,-1.6950412933947518,0.13889041501477575,0.06590320048256917,1.3199920886503331,0.04547073463743864,0.75,OPEN,-0.6340664438903332,"neither certificate fires -- constructive search, then UNDETERMINED",,witness,-0.3727725185453892,,,,,,,one_aux_S,0 4 42 37 21,0.0723343045 0.0399085172 0.0627029464 0.526497543,WITNESS,pure-path one_aux_S,,8.344650268554688e-05,0.0001270771026611328,0.008713006973266602,36.07421875,36.07421875,36.07421875
sparse,60,16,sparse_N60_seed16,ok,60,141,0,59,0,3,5,0.6376236714422703,0.988793671131134,0.13918915577232838,0.09730148501694202,0.734565258026123,1,-0.5403221864253283,-0.5367993153631687,-1.487228186801076,0.10747501223938499,0.13097614973185362,1.5304488356536727,0.11445013262703765,0.75,GIRTH,0.09694158658385277,bracket >= 0 and every cycle weighs >= girth,,witness,-0.18374738097190857,,,,,,,one_aux_S,0 24 44 22 8,0.0348419286 0.181653395 0.152770087 0.169221759,WITNESS,pure-path one_aux_S,,0.0003387928009033203,0.00013589859008789062,0.009001731872558594,36.07421875,36.07421875,36.07421875
sparse,60,17,sparse_N60_seed17,ok,60,143,0,1,1,3,5,0.7772556580603123,0.9992178082466125,0.1311459904536605,0.0868300935253501,0.9347971752285957,1,-0.6904255645349622,-0.6877231625840068,-1.6453274758532643,0.12964401615703278,0.10123772462276552,1.3713429664109902,0.0837852635341759,0.75,GIRTH,0.15754151716828346,bracket >= 0 and every cycle weighs >= girth,,witness,-0.16151612624526024,,,,,,,one_aux_S,0 16 13 5 8,0.137917265 0.314781696 0.0443158969 0.237449348,WITNESS,pure-path one_aux_S,,0.0007421970367431641,0.0002713203430175781,0.025824546813964844,36.07421875,36.07421875,36.07421875
sparse,60,18,sparse_N60_seed18,ok,60,140,0,59,0,6,8,1.3573544677346945,0.9777905344963074,0.47023563645780087,0.38720653764903545,0.8252433948218822,1,-0.970147930085659,-0.969231478869915,-1.864909365773201,0.11568211014590436,0.2598265491636368,1.2902736855437,0.24451337205879983,0.8571428571428571,OPEN,-0.5321110729128122,"neither certificate fires -- constructive search, then UNDETERMINED",,witness,-0.06563010439276695,,,,,,,one_aux_S,0 56 12 29 17 35 19 8,0.0233382937 0.233310238 0.191242099 0.267433375 0.313123971 0.237934351 0.0506840721,WITNESS,pure-path one_aux_S,,0.00035452842712402344,0.00018906593322753906,0.00940084457397461,36.07421875,36.07421875,36.07421875
sparse,60,19,sparse_N60_seed19,ok,60,143,0,59,0,5,7,0.7399878613650799,0.9931858777999878,0.11575518688187003,0.08839217526838183,0.4129483215510845,1,-0.651595686096698,-0.6492593423463404,-1.6174185522831976,0.07450648241235885,0.11173463871645972,1.6729750674247792,0.09954237076416575,0.8333333333333334,OPEN,-0.32703953981399536,"neither certificate fires -- constructive search, then UNDETERMINED",,witness,-0.45552048087120056,,,,,,,one_aux_S,0 28 30 56 32 51 58,0.0559019446 0.0443020128 0.0298884511 0.0855386183 0.0655273721 0.00661796331,WITNESS,pure-path one_aux_S,,0.00023794174194335938,0.00015401840209960938,0.008860349655151367,36.07421875,36.07421875,36.07421875
sparse,60,20,sparse_N60_seed20,ok,60,155,0,59,0,5,7,0.7808042671531439,0.9949571490287781,0.14075928181409836,0.10677095875144005,0.8328962251543999,1,-0.6740333084017038,-0.6723786732181907,-1.6350021343678236,0.07847617034716738,0.128767667368815,1.6244801225064727,0.11395403778202201,0.8333333333333334,GIRTH,0.05209195800125599,bracket >= 0 and every cycle weighs >= girth,,witness,-0.12483245134353638,,,,,,,one_aux_S,0 53 45 7 26 10 13,0.0306790527 0.163520843 0.078904748 0.0752848238 0.252913505 0.109337687,WITNESS,pure-path one_aux_S,,0.0007212162017822266,0.00019478797912597656,0.014309167861938477,36.07421875,36.07421875,36.07421875
sparse,60,21,sparse_N60_seed21,ok,60,167,0,59,0,6,8,0.7803323836997151,0.9858283400535583,0.22051963489502668,0.17280377727001905,0.5091442121192813,1,-0.6075286064296961,-0.602950930595398,-1.5456410888582468,0.06596249671429621,0.21194779253825602,1.69750810101544,0.1898133750031578,0.8571428571428571,OPEN,-0.27118817158043385,"neither certificate fires -- constructive search, then UNDETERMINED",,witness,-0.2730138832703233,,,,,,,one_aux_T,59 56 18 53 40 46 39 13,0.0477158576 0.210196644 0.150334671 0.0127557982 0.025471475 0.0315014236 0.0586852618,WITNESS,pure-path one_aux_T,,0.00022792816162109375,0.00015974044799804688,0.00821065902709961,36.07421875,36.07421875,36.07421875
sparse,60,22,sparse_N60_seed22,ok,60,165,0,59,0,8,10,0.8496449706144631,0.9865506291389465,0.3007661186857149,0.24726004607509822,0.7136938798939809,1,-0.6023849245393649,-0.6013450097525492,-1.5354294810676947,0.05382674653986248,0.28319227826954674,1.728906226256337,0.2586806433554945,0.8888888888888888,OPEN,-0.13595109072048217,"neither certificate fires -- constructive search, then UNDETERMINED",,witness,-0.050419822335243225,,,,,,,one_aux_T,59 22 50 51 13 40 56 12 29 7,0.0145804789 0.0658376664 0.0998793393 0.0772358552 0.0602113977 0.324158698 0.00230610976 0.0473197848 0.215391636,WITNESS,pure-path one_aux_T,,0.00039887428283691406,0.00017905235290527344,0.009210824966430664,36.07421875,36.07421875,36.07421875
sparse,60,23,sparse_N60_seed23,ok,60,127,0,59,0,9,11,1.8382567221997306,0.9992305040359497,0.6909223141847178,0.5852093267021701,1.0628835558891296,1,-1.2530473954975605,-1.251427948474884,-2.1465649120509624,0.10220401903569827,0.3075196562129698,1.2629250472975821,0.2865151464816606,0.9,OPEN,-0.7753731663106009,"neither certificate fires -- constructive search, then UNDETERMINED",,witness,-0.10900625586509705,,,,,,,one_aux_T,59 3 12 48 24 40 9 45 52 58 51,0.246043891 0.416457921 0.227412447 0.22324805 0.204708904 0.0643144175 0.00100000005 0.102474093 0.156908721 0.173364043,WITNESS,pure-path one_aux_T,,0.0003921985626220703,0.0002799034118652344,0.00883030891418457,36.07421875,36.07421875,36.07421875
sparse,60,24,sparse_N60_seed24,ok,60,149,0,59,0,4,6,0.7467891871929169,0.9837877154350281,0.11514736502431333,0.07682309835217893,0.8724726274376735,1,-0.6699660888407379,-0.6691951232496649,-1.6154295376036316,0.09488698317180766,0.10279327999479769,1.5449044454191576,0.0822969584130664,0.8,GIRTH,0.12568344024475664,bracket >= 0 and every cycle weighs >= girth,,witness,-0.08091507107019424,,,,,,,one_aux_T,59 4 53 8 25 2,0.277893603 0.105933078 0.060152702 0.126372948 0.191043571,WITNESS,pure-path one_aux_T,,0.0004000663757324219,0.00015687942504882812,0.008349895477294922,36.07421875,36.07421875,36.07421875
sparse,60,25,sparse_N60_seed25,ok,60,144,0,59,0,4,6,0.6117889937013388,0.9940988421440125,0.1674600187689066,0.12833762355148792,0.4228362441062927,1,-0.48345137014985085,-0.48029973544180393,-1.4384278170764446,0.07692758604137757,0.1824812372598917,1.7499365003061917,0.16781946046468352,0.8,OPEN,-0.18895274959504604,"neither certificate fires -- constructive search, then UNDETERMINED",,witness,-0.18938139453530312,,,,,,,one_aux_S,0 25 48 58 7 29,0.128787905 0.109638296 0.024335159 0.11634329 0.086605899,WITNESS,pure-path one_aux_S,,0.0002605915069580078,0.000213623046875,0.01358795166015625,36.07421875,36.07421875,36.07421875
sparse,60,26,sparse_N60_seed26,ok,60,150,0,59,0,5,7,1.6022472381591797,0.9956417679786682,0.1819275040179491,0.13354276306927204,0.8213008791208267,1,-1.4687044750899076,-1.4642592556774616,-2.415961502119899,0.16092607699775688,0.08110372360820875,1.158145235136192,0.06945596986574681,0.8333333333333334,OPEN,-0.780946359038353,"neither certificate fires -- constructive search, then UNDETERMINED",,witness,-0.32281998358666897,,,,,,,one_aux_S,0 13 33 6 15 50 49,0.324557692 0.388272136 0.0137307514 0.284913719 0.0617519096 0.412402093,WITNESS,pure-path one_aux_S,,0.0003685951232910156,0.00012683868408203125,0.008804082870483398,36.07421875,36.07421875,36.07421875
sparse,60,27,sparse_N60_seed27,ok,60,149,0,59,0,4,6,0.5154266692698002,0.9857581257820129,0.06607464072294533,0.03400575858540833,0.5190219171345234,1,-0.48142091068439186,-0.47064110985957086,-1.4351101543288678,0.0653591707475029,0.08546271100866475,1.94167264333777,0.05278075134697077,0.8,GIRTH,0.0035952478647232056,bracket >= 0 and every cycle weighs >= girth,,witness,-0.08585477620363235,,,,,,,one_aux_S,0 23 6 2 47 22,0.00801775604 0.0436048768 0.105521888 0.105146267 0.334562212,WITNESS,pure-path one_aux_S,,0.0002598762512207031,0.0001239776611328125,0.009255170822143555,36.07421875,36.07421875,36.07421875
sparse,60,28,sparse_N60_seed28,ok,60,141,0,59,0,3,5,0.8019907101988792,0.9823940992355347,0.09519461716990918,0.06547413754742593,0.5835872665047646,1,-0.7365165726514533,-0.7346035140799358,-1.6891901922645047,0.13606058756917766,0.0712187430298059,1.3349666923138688,0.06122964086253835,0.75,OPEN,-0.21840344369411469,"neither certificate fires -- constructive search, then UNDETERMINED",,witness,-0.4847559332847595,,,,,,,one_aux_S,0 5 53 45 20,0.10798233 0.0839734823 0.0383004844 0.17395696,WITNESS,pure-path one_aux_S,,0.0004379749298095703,0.0001780986785888672,0.01344609260559082,36.07421875,36.07421875,36.07421875
sparse,60,29,sparse_N60_seed29,ok,60,143,0,59,0,4,6,0.9453609511256218,0.9984276294708252,0.12454006157349795,0.08906505710911006,0.38414059951901436,1,-0.8562958940165117,-0.8548887363867834,-1.819248519022949,0.11835621872096413,0.08782540427210063,1.3707558495916423,0.07537020182867687,0.8,OPEN,-0.5612203516066074,"neither certificate fires -- constructive search, then UNDETERMINED",,witness,-0.6052519008517265,,,,,,,one_aux_S,0 6 2 50 38 8,0.00624080375 0.16671598 0.0942514688 0.0496582128 0.0464851707,WITNESS,pure-path one_aux_S,,0.00019216537475585938,0.00015664100646972656,0.009767532348632812,36.07421875,36.07421875,36.07421875
sparse,60,30,sparse_N60_seed30,ok,60,141,0,59,0,4,6,2.222021959722042,0.9970904588699341,0.15472966770175844,0.09392988274339586,0.6087086675688624,1,-2.128092076978646,-2.1184192172950134,-3.0643827508902177,0.27856323615818174,0.04642308387180654,0.965820763533967,0.033817805384838154,0.8,OPEN,-1.6133132921531796,"neither certificate fires -- constructive search, then UNDETERMINED",,witness,-0.36845891177654266,,,,,,,one_aux_S,0 41 17 54 1 15,0.807486773 0.636016726 0.00484632701 0.0702840537 0.669858336,WITNESS,pure-path one_aux_S,,0.00020194053649902344,0.00014281272888183594,0.009282350540161133,36.07421875,36.07421875,36.07421875
sparse,60,31,sparse_N60_seed31,ok,60,137,0,59,0,3,5,0.4124120734632015,0.9978821873664856,0.14393169898539782,0.09722929168492556,0.8196319863200188,1,-0.31518278177827597,-0.30991779174655676,-1.2663625618442893,0.06888122310169695,0.2093998331960674,2.051774453138832,0.1768182200664909,0.75,GIRTH,0.40721991285681725,bracket >= 0 and every cycle weighs >= girth,,witness,-0.02014942467212677,,,,,,,one_aux_T,59 45 29 30 8,0.186379835 0.0198748372 0.0704776198 0.231060714,WITNESS,pure-path one_aux_T,,0.00037479400634765625,0.00014138221740722656,0.008509397506713867,36.07421875,36.07421875,36.07421875
sparse,60,32,sparse_N60_seed32,ok,60,157,0,59,0,7,9,1.229354245471768,0.9979372024536133,0.5714007931528613,0.47058653261046857,0.7210858166217804,1,-0.7587677128612995,-0.7553924322128296,-1.65589065477252,0.08799252830518602,0.3615091750452642,1.4091445156770601,0.33494268844871866,0.875,OPEN,-0.5082684288499877,"neither certificate fires -- constructive search, then UNDETERMINED",,witness,-0.043403688818216324,,,,,,,one_aux_T,59 43 14 24 51 4 35 12 44,0.138583884 0.173788503 0.106006727 0.00100000005 0.229979023 0.27188018 0.226973608 0.0754772648,WITNESS,pure-path one_aux_T,,0.000301361083984375,0.00017309188842773438,0.008790016174316406,36.07421875,36.07421875,36.07421875
sparse,60,33,sparse_N60_seed33,ok,60,163,0,59,0,7,9,1.0822428013198078,0.9983007907867432,0.2177292755804956,0.17050370341166854,0.2667454406619072,1,-0.9117390979081392,-0.9054518956691027,-1.8628143165260553,0.07743463488214605,0.15647597000566327,1.4952287690571966,0.1378532990039482,0.875,OPEN,-0.8154973606579006,"neither certificate fires -- constructive search, then UNDETERMINED",,witness,-0.5939031392335892,,,,,,,one_aux_S,0 49 35 1 44 34 15 4 45,0.0233574323 0.00715380488 0.0663300678 0.0614892058 0.168965384 0.113183141 0.0088346526 0.0780519471,WITNESS,pure-path one_aux_S,,0.0001239776611328125,0.00015020370483398438,0.008484125137329102,36.07421875,36.07421875,36.07421875
sparse,60,34,sparse_N60_seed34,ok,60,155,0,59,0,5,7,0.9552985019981861,0.9966011643409729,0.26969698118045926,0.18859081016853452,0.7273704968392849,1,-0.7667076918296516,-0.7656936566345394,-1.6822026851586998,0.09585564779365884,0.2016549805534511,1.459453819375675,0.16451298536012693,0.8333333333333334,OPEN,-0.22792800515890121,"neither certificate fires -- constructive search, then UNDETERMINED",,witness,-0.08925453713163733,,,,,,,one_aux_T,59 15 17 24 44 9 45,0.081106171 0.279336214 0.00408032769 0.294768453 0.107691608 0.198122382,WITNESS,pure-path one_aux_T,,0.00025272369384765625,0.0001316070556640625,0.00869607925415039,36.07421875,36.07421875,36.07421875
sparse,60,35,sparse_N60_seed35,ok,60,139,0,59,0,3,5,1.151984915137291,0.9988284707069397,0.09743151674047112,0.06047420436516404,0.4521656408905983,1,-1.091510710772127,-1.0852766293101013,-2.0533818691037595,0.19222268035704398,0.05074624613232515,1.1202299739773423,0.039371742353473134,0.75,OPEN,-0.6998192742466927,"neither certificate fires -- constructive search, then UNDETERMINED",,witness,-0.23837368935346603,,,,,,,one_aux_S,0 16 19 41 31,0.195076987 0.0990983695 0.520656705 0.197558329,WITNESS,pure-path one_aux_S,,0.000240325927734375,0.00018906593322753906,0.01330256462097168,36.07421875,36.07421875,36.07421875
sparse,60,36,sparse_N60_seed36,ok,60,138,0,59,0,3,5,0.9932689964771271,0.99565589427948,0.13110153283923864,0.09242854919284582,0.6657885424792767,1,-0.9008404472842813,-0.8981614774093032,-1.8578233579173684,0.16626711467016084,0.07919397462573935,1.2014418437366827,0.0697911765498569,0.75,OPEN,-0.3274804539978504,"neither certificate fires -- constructive search, then UNDETERMINED",,witness,-0.33400441985577345,,,,,,,one_aux_S,0 22 48 9 25,0.299402118 0.0561517365 0.292112648 0.0231961478,WITNESS,pure-path one_aux_S,,0.00017976760864257812,0.00012540817260742188,0.008219480514526367,36.07421875,36.07421875,36.07421875
sparse,60,37,sparse_N60_seed37,ok,60,146,0,1,1,3,5,0.9173879772424698,0.9857198596000671,0.18650227133184671,0.11846339050680399,0.6858585774898529,1,-0.7989245867356658,-0.7933132918551564,-1.7166055655106902,0.15511303208308405,0.12197823121190957,1.2446911562300997,0.09684838376361257,0.75,OPEN,-0.23152939975261688,"neither certificate fires -- constructive search, then UNDETERMINED",,witness,-0.21104923635721207,,,,,,,one_aux_S,0 40 46 44 29,0.300228894 0.176449656 0.104930945 0.249458492,WITNESS,pure-path one_aux_S,,0.00026035308837890625,0.00014925003051757812,0.014350652694702148,36.07421875,36.07421875,36.07421875
sparse,60,38,sparse_N60_seed38,ok,60,145,0,59,0,5,7,1.2876508235931396,0.9950567483901978,0.21381344296969473,0.1568674559239298,0.6657933483365923,1,-1.1307833676692098,-1.125215677311644,-2.0688941290136427,0.12940476266065232,0.11860660129065592,1.2662636319446174,0.10152044136610812,0.8333333333333334,OPEN,-0.6218574752565473,"neither certificate fires -- constructive search, then UNDETERMINED",,witness,-0.21594398841261864,,,,,,,one_aux_S,0 42 23 31 21 5 57,0.0368270278 0.214062974 0.144536242 0.60094589 0.00859346613 0.133482471,WITNESS,pure-path one_aux_S,,0.0002562999725341797,0.00016760826110839844,0.008614540100097656,36.07421875,36.07421875,36.07421875
sparse,60,39,sparse_N60_seed39,ok,60,146,0,59,0,5,7,1.3291396647691727,0.9997614622116089,0.17168196942657232,0.1335151670500636,0.3706158734858036,1,-1.195624497719109,-1.193599377758801,-2.1572191575542092,0.13294567904517288,0.09226267292469532,1.2515620811565857,0.08371026924977741,0.8333333333333334,OPEN,-0.9585237912833691,"neither certificate fires -- constructive search, then UNDETERMINED",,witness,-0.13384818844497204,,,,,,,one_aux_S,0 21 14 26 44 23 9,0.0216081552 0.325343221 0.288324654 0.361364841 0.184332326 0.0286365561,WITNESS,pure-path one_aux_S,,0.0003132820129394531,0.0002536773681640625,0.013557910919189453,36.07421875,36.07421875,36.07421875
sparse,60,40,sparse_N60_seed40,ok,60,142,0,5,1,3,5,0.8935253322124481,0.9810632467269897,0.045434433850459754,0.027715755510143936,0.34580934594850987,1,-0.8658095767023042,-0.862762113683857,-1.8291541450889781,0.15179540075413342,0.030509107383420275,1.258781488129356,0.023263824631740378,0.75,OPEN,-0.5477159862639382,"neither certificate fires -- constructive search, then UNDETERMINED",,witness,-0.6471632523462176,,,,,,,one_aux_S,0 14 6 58 41,0.146615505 0.00509400014 0.0504593588 0.0883864313,WITNESS,pure-path one_aux_S,,0.00012373924255371094,0.0001270771026611328,0.015420913696289062,36.07421875,36.07421875,36.07421875
dense,20,1,dense_N20_seed1,ok,20,76,0,3,1,3,5,0.3792997673153877,0.963181734085083,0.13185358420014381,0.09780800342559814,0.26704795472323895,1,-0.2814917638897896,-0.2814150992780924,-1.210627917200327,0.06563312576306984,0.2085742131613399,2.123620867319221,0.19339849082534,0.75,OPEN,-0.11225181259214878,"neither certificate fires -- constructive search, then UNDETERMINED",,witness,-0.07348564267158508,,,,,,,one_aux_S,0 19 1 14 8,0.0752111152 0.186793685 0.0338922516 0.0198341459,WITNESS,pure-path one_aux_S,,0.00010442733764648438,6.151199340820312e-05,0.009277582168579102,36.07421875,36.07421875,36.07421875
dense,20,2,dense_N20_seed2,ok,20,73,0,19,0,3,5,0.5572571512311697,0.988982617855072,0.18504097126424313,0.1285644080489874,0.29288698360323906,1,-0.4286927431821823,-0.42562892474234104,-1.3611987978219986,0.09391084352250155,0.19923402061912526,1.6648397591705097,0.17303197603423986,0.75,OPEN,-0.26437016762793064,"neither certificate fires -- constructive search, then UNDETERMINED",,witness,-0.1553773730993271,,,,,,,one_aux_S,0 1 11 10 17,0.181630328 0.0117638018 0.180247366 0.0564765632,WITNESS,pure-path one_aux_S,,0.00018525123596191406,9.083747863769531e-05,0.011932134628295898,36.07421875,36.07421875,36.07421875
dense,20,3,dense_N20_seed3,ok,20,73,0,19,0,3,5,0.3701760098338127,0.9886481761932373,0.35225106216967106,0.21757089532911777,0.44661199301481247,1,-0.15260511450469494,-0.14295378886163235,-1.006573123857379,0.062404405454453526,0.5709463381937869,2.2024509691545093,0.44081238967942776,0.75,GIRTH,0.07643598318099976,bracket >= 0 and every cycle weighs >= girth,,witness,-0.08401117473840714,,,,,,,one_aux_S,0 5 2 1 14,0.0777779296 0.0122625679 0.115377516 0.161493644,WITNESS,pure-path one_aux_S,,0.00016498565673828125,0.00010061264038085938,0.012314081192016602,36.07421875,36.07421875,36.07421875
dense,20,4,dense_N20_seed4,ok,20,57,0,1,1,3,5,1.1674406379461288,0.9953693747520447,0.4781709685921669,0.31632431596517563,0.23317410796880722,1,-0.8511163219809532,-0.839805394411087,-1.6846390441060066,0.19547862792760537,0.24575346431322287,1.1115648757112955,0.20321653132724787,0.75,OPEN,-0.8511163219809532,"neither certificate fires -- constructive search, then UNDETERMINED",,witness,-0.18867046013474464,,,,,,,one_aux_S,0 7 12 17 15,0.223846912 0.319735557 0.416944742 0.0364859328,WITNESS,pure-path one_aux_S,,5.030632019042969e-05,5.793571472167969e-05,0.008716583251953125,36.07421875,36.07421875,36.07421875
dense,20,5,dense_N20_seed5,ok,20,68,0,2,1,3,5,0.5383649170398712,0.9810306429862976,0.1656167971668765,0.10518928791861981,0.47319274954497814,1,-0.4331756291212514,-0.4329606184037402,-1.3537787628592923,0.09146247042821998,0.18457755168464396,1.693344620277672,0.14653994612565388,0.75,OPEN,-0.06517216749489307,"neither certificate fires -- constructive search, then UNDETERMINED",,witness,-0.016896040295250714,,,,,,,one_aux_S,0 3 19 6 12,0.00100000005 0.374309629 0.133605078 0.0251083393,WITNESS,pure-path one_aux_S,,0.00012874603271484375,5.173683166503906e-05,0.008848428726196289,36.07421875,36.07421875,36.07421875
dense,20,6,dense_N20_seed6,ok,20,74,0,1,1,3,5,0.6547214053571224,0.9860262274742126,0.2686506509780884,0.19468901306390762,0.49755796045064926,1,-0.4600323922932148,-0.4518366474658251,-1.3720969818532467,0.11066666502949676,0.24619691561623924,1.5036144711991304,0.2230212096369216,0.75,OPEN,-0.15716344490647316,"neither certificate fires -- constructive search, then UNDETERMINED",,witness,-0.24552258290350437,,,,,,,one_aux_S,0 18 15 17 3,0.0934878364 0.114987701 0.171938211 0.0575701483,WITNESS,pure-path one_aux_S,,0.00011754035949707031,5.626678466796875e-05,0.008556604385375977,36.07421875,36.07421875,36.07421875
dense,20,7,dense_N20_seed7,ok,20,73,0,19,0,3,5,0.5520464032888412,0.9600709080696106,0.2759073022753,0.19464498944580555,0.44561537355184555,1,-0.3574014138430357,-0.35554354451596737,-1.2362100090831518,0.09583431089113104,0.29987403301414867,1.643467616870551,0.26444107092202657,0.75,OPEN,-0.1064310297369957,"neither certificate fires -- constructive search, then UNDETERMINED",,witness,-0.23431884963065386,,,,,,,one_aux_S,0 11 17 18 4,0.0396864191 0.0775465742 0.187143385 0.02670235,WITNESS,pure-path one_aux_S,,0.00011372566223144531,6.604194641113281e-05,0.00895071029663086,36.07421875,36.07421875,36.07421875
