family,size,seed,label,status,N,E,s,t,terminal_fallback,L,m,wstar,wmax,lightsum_m,lightsum_m_minus_1,girth,girth_exact,cert_sharp_margin,cert_pure_margin,cert39_margin,rho,gamma,gamma_threshold,gamma_sharp,gamma_sharp_threshold,cycle_cert,cycle_bound,cycle_note,cycle_witness_delta,pure_status,delta_min_pure,delta_both_aux,delta_one_aux_S,delta_one_aux_T,delta_aux_free,argmin_subcase,dfs_nodes,witness_subcase,witness_walk,witness_weights,verdict,verdict_note,censor_note,cycle_wall_s,pure_wall_s,total_wall_s,cycle_rss_mib,pure_rss_mib,peak_rss_mib
mtn_knn,20,15,mtnknn_N20_seed15,ok,20,49,0,19,0,7,9,18.080402582883835,11.55512809753418,3.5004943013191223,2.920857846736908,1.0378751456737518,1,-15.159544736146927,-15.107560977339745,-26.135036379098892,0.11176486460798626,0.15058329958765243,1.2748530952347972,0.1413547405362669,0.875,OPEN,-15.159544736146927,"neither certificate fires -- constructive search, then UNDETERMINED",,witness,-1.3193801492452621,,,,,,,one_aux_S,0 11 8 10 9 12 5 7 2,0.458648264 0.797266483 4.36945677 2.64810133 1.27889132 5.52353573 1.50908959 0.352065891,WITNESS,pure-path one_aux_S,,7.605552673339844e-05,0.00010204315185546875,0.08445191383361816,56.0859375,56.0859375,56.0859375
mtn_knn,20,16,mtnknn_N20_seed16,ok,20,52,0,19,0,4,6,8.335237324237823,6.499398708343506,1.4096392765641212,1.0690274313092232,0.6526618152856827,1,-7.2662098929286,-7.243708424270153,-13.424996756017208,0.16030785497006028,0.11274538218326567,1.1864997924289507,0.10260319074065241,0.8,OPEN,-7.2662098929286,"neither certificate fires -- constructive search, then UNDETERMINED",,witness,-0.5005196928977966,,,,,,,one_aux_S,0 12 14 1 4 7,1.03042436 1.40821373 1.20170391 1.90320861 4.58233404,WITNESS,pure-path one_aux_S,,5.888938903808594e-05,7.2479248046875e-05,0.08440232276916504,56.4140625,56.4140625,56.4140625
mtn_knn,20,17,mtnknn_N20_seed17,ok,20,54,0,19,0,5,7,13.383262634277344,6.55367374420166,2.858070954680443,2.274040088057518,1.0565716475248337,1,-11.109222546219826,-11.107228770852089,-17.07886542379856,0.20421008363619167,0.1525397288486678,1.0640655594172812,0.14159726656346264,0.8333333333333334,OPEN,-11.109222546219826,"neither certificate fires -- constructive search, then UNDETERMINED",,witness,-5.54423351585865,,,,,,,one_aux_S,0 1 14 15 5 2 13,0.177614048 0.353344232 3.05059958 0.748587191 1.48893845 4.03989124,WITNESS,pure-path one_aux_S,,6.079673767089844e-05,8.20159912109375e-05,0.08309793472290039,56.5703125,56.5703125,56.5703125
mtn_knn,20,18,mtnknn_N20_seed18,ok,20,51,0,19,0,5,7,7.090021908283234,8.883544921875,1.690364047884941,1.3090814799070358,0.8935945183038712,1,-5.780940428376198,-5.7544508427381516,-14.283202782273293,0.07981072838191697,0.1702960734064565,1.6092602731791688,0.15386429652373418,0.8333333333333334,OPEN,-5.780940428376198,"neither certificate fires -- constructive search, then UNDETERMINED",,witness,-3.0761807709932327,,,,,,,one_aux_S,0 16 12 13 2 17 11,0.0835704952 0.428741455 1.72855997 1.24319017 0.265476435 0.528605223,WITNESS,pure-path one_aux_S,,5.316734313964844e-05,8.749961853027344e-05,0.08278131484985352,56.7421875,56.7421875,56.7421875
mtn_knn,20,19,mtnknn_N20_seed19,ok,20,52,0,19,0,4,6,9.658672362565994,9.212865829467773,1.5878766030073166,1.1666000336408615,1.2491412162780762,1,-8.492072328925133,-8.483404874801636,-17.28366158902645,0.13104869512579204,0.1095993695890981,1.302562607891741,0.09662611918898832,0.8,OPEN,-8.409531146287918,"neither certificate fires -- constructive search, then UNDETERMINED",,witness,-6.205086350440979,,,,,,,one_aux_S,0 2 14 7 15 3,0.182915777 1.58472645 0.421276569 0.231821001 2.06569242,WITNESS,pure-path one_aux_S,,0.00011181831359863281,0.00012254714965820312,0.09151196479797363,56.1640625,56.1640625,56.1640625
mtn_knn,20,20,mtnknn_N20_seed20,ok,20,50,0,19,0,6,8,7.500052556395531,6.735244274139404,2.212483525276184,1.8173446953296661,0.7479032129049301,1,-5.682707861065865,-5.653291583061218,-12.022813305258751,0.09279609680964206,0.22124680213635936,1.4235197077115198,0.20769508118179322,0.8571428571428571,OPEN,-5.682707861065865,"neither certificate fires -- constructive search, then UNDETERMINED",,witness,-0.9186889976263046,,,,,,,one_aux_S,0 18 1 3 15 11 10 13,1.28995001 1.74957609 0.401408345 2.49899173 0.215050653 0.303924084 0.24492529,WITNESS,pure-path one_aux_S,,8.392333984375e-05,0.00010061264038085938,0.08904528617858887,56.3828125,56.3828125,56.3828125
mtn_knn,20,21,mtnknn_N20_seed21,ok,20,54,0,19,0,5,7,9.965148031711578,8.364128112792969,2.2253290079534054,1.6882156394422054,1.5506711304187775,1,-8.276932392269373,-8.27211818471551,-16.10394713655114,0.11914150401964603,0.15950798873317967,1.313812906898568,0.1411766650856468,0.8333333333333334,OPEN,-8.276932392269373,"neither certificate fires -- constructive search, then UNDETERMINED",,witness,-2.369633361697197,,,,,,,one_aux_S,0 12 10 4 2 17 13,0.158877179 2.18486428 0.376680911 2.93346524 1.45924568 0.964762747,WITNESS,pure-path one_aux_S,,6.151199340820312e-05,7.343292236328125e-05,0.09473824501037598,56.23828125,56.23828125,56.23828125
mtn_knn,20,22,mtnknn_N20_seed22,ok,20,51,0,19,0,5,7,4.34784322977066,4.175904273986816,2.8218962848186493,2.234380930662155,0.8582259118556976,1,-2.1134622991085052,-2.0524934381246567,-5.7018512189388275,0.10411740654245627,0.4635954189057118,1.4003244257805572,0.4282546565008843,0.8333333333333334,OPEN,-2.1134622991085052,"neither certificate fires -- constructive search, then UNDETERMINED",,witness,-1.0223258435726166,,,,,,,one_aux_S,0 10 7 15 5 4 12,1.17189538 0.465577632 0.216525227 0.266762942 0.817356646 0.774799109,WITNESS,pure-path one_aux_S,,9.179115295410156e-05,0.00012350082397460938,0.13695287704467773,56.109375,56.109375,56.109375
mtn_knn,20,23,mtnknn_N20_seed23,ok,20,50,0,19,0,4,6,5.894418269395828,7.931766510009766,2.300513446331024,1.8545679450035095,1.6337692737579346,1,-4.039850324392319,-4.039553165435791,-11.52567133307457,0.09289258360601582,0.2601911776180331,1.5637601707807731,0.25170496700344963,0.8,OPEN,-4.039850324392319,"neither certificate fires -- constructive search, then UNDETERMINED",,witness,-1.5875830054283142,,,,,,,one_aux_S,0 10 9 11 14 3,1.27322888 1.27334154 0.470620364 0.462017596 1.65525377,WITNESS,pure-path one_aux_S,,0.00011348724365234375,0.00010800361633300781,0.1369490623474121,56.0859375,56.0859375,56.0859375
mtn_knn,20,24,mtnknn_N20_seed24,ok,20,48,0,19,0,5,7,18.88710880279541,11.459094047546387,2.9506720453500748,2.3066612035036087,1.455203577876091,1,-16.5804475992918,-16.57250238955021,-27.395530804991722,0.16482200708388028,0.11159055160543292,1.1476536406465456,0.10177405603243204,0.8333333333333334,OPEN,-16.5804475992918,"neither certificate fires -- constructive search, then UNDETERMINED",,witness,-12.485381931066513,,,,,,,one_aux_S,0 17 10 12 1 5 14,0.352301687 1.9212184 0.832046688 1.32791913 0.872291327 2.1918993,WITNESS,pure-path one_aux_S,,5.435943603515625e-05,7.343292236328125e-05,0.1309511661529541,56.49609375,56.49609375,56.49609375
mtn_knn,20,25,mtnknn_N20_seed25,ok,20,48,0,19,0,4,6,9.867614388465881,9.256802558898926,1.5195559840649366,1.1340920310467482,1.1623903196305037,1,-8.733522357419133,-8.731273533776402,-17.60486096329987,0.1332481481278295,0.10266284056398507,1.2920662275925627,0.09194457638088271,0.8,OPEN,-8.705224068835378,"neither certificate fires -- constructive search, then UNDETERMINED",,witness,-1.3534163534641266,,,,,,,one_aux_S,0 9 2 18 3 8,0.385463953 3.45826197 2.14954281 2.34002185 0.361814916,WITNESS,pure-path one_aux_S,,9.894371032714844e-05,0.00011777877807617188,0.14473485946655273,56.2421875,56.2421875,56.2421875
mtn_knn,20,26,mtnknn_N20_seed26,ok,20,49,0,19,0,4,6,7.491461634635925,8.573164939880371,2.2709064930677414,1.7347296327352524,1.3744267672300339,1,-5.756732001900673,-5.753650829195976,-13.793720081448555,0.10922835509362748,0.20208842224401732,1.429594326447887,0.1852487236632089,0.8,OPEN,-5.756732001900673,"neither certificate fires -- constructive search, then UNDETERMINED",,witness,-0.9230557531118393,,,,,,,one_aux_S,0 8 13 2 1 18,3.72429371 1.24558353 1.17847693 0.151963279 0.53617686,WITNESS,pure-path one_aux_S,,6.318092346191406e-05,7.224082946777344e-05,0.08248376846313477,56.77734375,56.77734375,56.77734375
mtn_knn,20,27,mtnknn_N20_seed27,ok,20,49,0,19,0,4,6,8.832448422908783,5.752396106719971,1.8340503573417664,1.3676974773406982,1.0745001435279846,1,-7.464750945568085,-7.462706953287125,-12.750794172286987,0.19192976846184764,0.13843276288560238,1.1008532652395637,0.12387935139645237,0.8,OPEN,-7.464750945568085,"neither certificate fires -- constructive search, then UNDETERMINED",,witness,-2.24397349357605,,,,,,,one_aux_S,0 17 10 3 11 13,0.569780469 2.88835311 0.46635288 2.09205699 1.14386296,WITNESS,pure-path one_aux_S,,6.222724914550781e-05,7.772445678710938e-05,0.08527660369873047,55.99609375,55.99609375,55.99609375
mtn_knn,20,28,mtnknn_N20_seed28,ok,20,50,0,19,0,4,6,6.186055839061737,6.1587677001953125,2.1503812670707703,1.682459980249405,1.143731713294983,1,-4.503595858812332,-4.50150340795517,-10.19444227218628,0.12555384738057174,0.2317450001547272,1.3303925107719297,0.217580962606324,0.8,OPEN,-4.503595858812332,"neither certificate fires -- constructive search, then UNDETERMINED",,witness,-1.3206648528575897,,,,,,,one_aux_S,0 5 1 2 8 9,2.2771039 0.53750515 1.48100853 0.463736385 0.212074041,WITNESS,pure-path one_aux_S,,0.00011181831359863281,0.00012135505676269531,0.09974312782287598,56.3125,56.3125,56.3125
mtn_knn,20,29,mtnknn_N20_seed29,ok,20,48,0,19,0,6,8,15.355268031358719,9.994263648986816,2.4083699733018875,2.028334602713585,0.8732116967439651,1,-13.326933428645134,-13.325094267725945,-22.941161707043648,0.12803401173128098,0.11763242922804171,1.238151540007788,0.11322319565253501,0.8571428571428571,OPEN,-13.326933428645134,"neither certificate fires -- constructive search, then UNDETERMINED",,witness,-2.056067258119583,,,,,,,one_aux_S,0 16 6 18 3 10 7 5,3.64953256 1.65899646 0.757402778 1.07072878 1.21753693 3.33236837 3.22526979,WITNESS,pure-path one_aux_S,,6.866455078125e-05,9.584426879882812e-05,0.08301758766174316,56.06640625,56.06640625,56.06640625
mtn_knn,20,30,mtnknn_N20_seed30,ok,20,52,0,19,0,6,8,14.779917776584625,7.545815467834473,3.511287212371826,2.8218875527381897,1.386553704738617,1,-11.958030223846436,-11.934300899505615,-18.81444603204727,0.16322421611893087,0.1781786237979611,1.1329088690765121,0.16365184137369465,0.8571428571428571,OPEN,-11.958030223846436,"neither certificate fires -- constructive search, then UNDETERMINED",,witness,-4.450089931488037,,,,,,,one_aux_S,0 10 14 4 8 9 18 6,1.21788692 3.92608762 0.921178579 1.72080874 1.74741721 0.29076606 1.01136541,WITNESS,pure-path one_aux_S,,6.4849853515625e-05,9.1552734375e-05,0.08140134811401367,56.42578125,56.42578125,56.42578125
mtn_knn,20,31,mtnknn_N20_seed31,ok,20,51,0,19,0,6,8,7.758787393569946,5.754615306854248,2.6882257610559464,2.2690441757440567,0.8402787894010544,1,-5.48974321782589,-5.48333777487278,-10.825176939368248,0.1123560102029258,0.25985624022419396,1.306267527541419,0.2506699705926266,0.8571428571428571,OPEN,-5.48974321782589,"neither certificate fires -- constructive search, then UNDETERMINED",,witness,-0.8840918093919754,,,,,,,one_aux_S,0 18 17 1 9 6 10 2,0.888805211 0.983587265 1.03271413 3.31006503 0.371917903 0.154114887 0.266982317,WITNESS,pure-path one_aux_S,,7.224082946777344e-05,9.274482727050781e-05,0.08717894554138184,56.3046875,56.3046875,56.3046875
mtn_knn,20,32,mtnknn_N20_seed32,ok,20,49,0,19,0,4,6,8.674431800842285,6.098265647888184,2.7817787379026413,2.0783490985631943,1.5058188289403915,1,-6.596082702279091,-6.561193451285362,-11.990918710827827,0.17780530362444572,0.21379142763237674,1.1353440999863562,0.19167587192156027,0.8,OPEN,-6.596082702279091,"neither certificate fires -- constructive search, then UNDETERMINED",,witness,-3.398874521255493,,,,,,,one_aux_S,0 5 1 3 6 7,0.281444848 0.703429639 1.38389945 1.11883032 3.57590604,WITNESS,pure-path one_aux_S,,6.461143493652344e-05,7.081031799316406e-05,0.09076571464538574,56.7109375,56.7109375,56.7109375
mtn_knn,20,33,mtnknn_N20_seed33,ok,20,52,0,19,0,5,7,17.821732103824615,8.253375053405762,1.1086737774312496,0.8620585463941097,0.5775225535035133,1,-16.959673557430506,-16.95678537711501,-24.966433379799128,0.21593265771280395,0.044435065930116535,1.0450766756213234,0.040309332325836264,0.8333333333333334,OPEN,-16.959673557430506,"neither certificate fires -- constructive search, then UNDETERMINED",,witness,-12.6975830309093,,,,,,,one_aux_S,0 16 17 2 5 8 1,0.045703318 0.246615231 0.12416216 0.280592114 0.300388724 8.25337505,WITNESS,pure-path one_aux_S,,6.341934204101562e-05,7.653236389160156e-05,0.09394168853759766,56.265625,56.265625,56.265625
mtn_knn,20,34,mtnknn_N20_seed34,ok,20,53,0,19,0,6,8,4.607539847493172,7.447577476501465,3.1857252418994904,2.6436746418476105,1.180326446890831,1,-1.9638652056455612,-1.9562522619962692,-8.869392082095146,0.051555241307557655,0.5185617510664748,1.9622918720746618,0.49180406700166657,0.8571428571428571,OPEN,-1.9638652056455612,"neither certificate fires -- constructive search, then UNDETERMINED",,witness,-1.3092222958803177,,,,,,,one_aux_S,0 15 6 10 18 17 13 7,0.154298529 0.467378408 0.526824713 0.242975309 0.551558435 0.332415432 2.04573345,WITNESS,pure-path one_aux_S,,5.7220458984375e-05,8.559226989746094e-05,0.08705997467041016,56.7734375,56.7734375,56.7734375
mtn_knn,20,35,mtnknn_N20_seed35,ok,20,56,0,19,0,5,7,8.19339644908905,5.696210861206055,1.9325532615184784,1.5402460992336273,1.58523790538311,1,-6.653150349855423,-6.620409920811653,-11.957054048776627,0.14383941621420715,0.1684765524744487,1.2108712351988362,0.15665523131994033,0.8333333333333334,OPEN,-6.60815854370594,"neither certificate fires -- constructive search, then UNDETERMINED",,witness,-0.5858249664306641,,,,,,,one_aux_S,0 11 6 17 3 15 13,0.924966395 0.890282631 0.699248195 1.53043485 3.24180079 0.64167726,WITNESS,pure-path one_aux_S,,8.559226989746094e-05,8.320808410644531e-05,0.08407926559448242,56.390625,56.390625,56.390625
mtn_knn,20,36,mtnknn_N20_seed36,ok,20,52,0,19,0,4,6,9.125251531600952,5.0988569259643555,1.5156311094760895,1.1012717485427856,0.8543478101491928,1,-8.023979783058167,-7.976454079151154,-12.708477348089218,0.22370826599226154,0.11072798773289881,1.0391756258850802,0.09654719059340396,0.8,OPEN,-8.023979783058167,"neither certificate fires -- constructive search, then UNDETERMINED",,witness,-4.6865770518779755,,,,,,,one_aux_S,0 6 12 15 13 8,0.201223955 0.427550048 3.06121755 0.589028955 0.319307953,WITNESS,pure-path one_aux_S,,6.318092346191406e-05,6.866455078125e-05,0.08527135848999023,56.296875,56.296875,56.296875
mtn_knn,20,37,mtnknn_N20_seed37,ok,20,47,0,19,0,4,6,10.809350848197937,5.294584274291992,1.2551873177289963,0.961012676358223,0.6760568469762802,1,-9.848338171839714,-9.829484775662422,-14.848747804760933,0.25519829055991833,0.07741367237535532,0.9932101288132809,0.0711245431740935,0.8,OPEN,-9.848338171839714,"neither certificate fires -- constructive search, then UNDETERMINED",,witness,-8.717869594693184,,,,,,,one_aux_S,0 5 8 18 1 14,0.334231138 0.125414357 0.256467849 1.19627678 0.358182251,WITNESS,pure-path one_aux_S,,8.344650268554688e-05,0.00011205673217773438,0.14089608192443848,55.9375,55.9375,55.9375
mtn_knn,20,38,mtnknn_N20_seed38,ok,20,50,0,19,0,6,8,2.144226312637329,4.713458061218262,1.3614987209439278,1.1024806275963783,0.5161186307668686,1,-1.0417456850409508,-1.0368775352835655,-5.496185652911663,0.03790964589741717,0.4762202733404555,2.398656918851838,0.440710660769903,0.8571428571428571,OPEN,-1.0417456850409508,"neither certificate fires -- constructive search, then UNDETERMINED",,witness,-0.8135017827153206,,,,,,,one_aux_S,0 16 17 8 9 4 15 1,0.184111699 0.0761506185 0.276471496 0.46360904 0.0583259761 0.208510861 0.127089679,WITNESS,pure-path one_aux_S,,7.748603820800781e-05,0.00010204315185546875,0.11326789855957031,55.75,55.75,55.75
mtn_knn,20,39,mtnknn_N20_seed39,ok,20,48,0,19,0,5,7,21.8413724899292,10.132640838623047,2.872607469558716,2.3729110956192017,1.511890023946762,1,-19.468461394309998,-19.451976716518402,-29.10140585899353,0.21555459073093214,0.09394384346507141,1.0456568587663846,0.09053578999798521,0.8333333333333334,OPEN,-19.468461394309998,"neither certificate fires -- constructive search, then UNDETERMINED",,witness,-9.497853100299835,,,,,,,one_aux_S,0 9 18 8 17 6 3,1.74332309 0.466727018 1.05213618 2.49926329 5.85241508 1.45930946,WITNESS,pure-path one_aux_S,,7.700920104980469e-05,7.009506225585938e-05,0.08586597442626953,56.46875,56.46875,56.46875
mtn_knn,20,40,mtnknn_N20_seed40,ok,20,56,0,19,0,5,7,5.54420904815197,5.750332832336426,0.9168589636683464,0.7447560951113701,0.3420916721224785,1,-4.7994529530406,-4.798683486878872,-10.37768291682005,0.09641544602383119,0.11812311802734055,1.4551272949066896,0.1119420414831485,0.8333333333333334,OPEN,-4.7994529530406,"neither certificate fires -- constructive search, then UNDETERMINED",,witness,-4.120784513652325,,,,,,,one_aux_S,0 2 13 10 9 18 8,0.375674963 0.133299515 0.132893324 0.038634412 0.195671991 1.09450066,WITNESS,pure-path one_aux_S,,0.00010538101196289062,0.0001239776611328125,0.14766383171081543,56.71484375,56.71484375,56.71484375
mtn_knn,30,1,mtnknn_N30_seed1,ok,30,71,0,29,0,6,8,6.6002881824970245,4.4889020919799805,1.6509807854890823,1.3718524426221848,0.6354366987943649,1,-5.22843573987484,-5.214692443609238,-9.438209488987923,0.12252974200323423,0.18760326138492361,1.2600802383012466,0.17815487592887647,0.8571428571428571,OPEN,-5.22843573987484,"neither certificate fires -- constructive search, then UNDETERMINED",,witness,-3.323320284485817,,,,,,,one_aux_S,0 19 22 11 7 13 5 2,0.220409855 0.163385093 0.279128343 0.240462095 1.75898361 0.359024137 0.511149526,WITNESS,pure-path one_aux_S,,7.772445678710938e-05,0.00010180473327636719,0.0857703685760498,56.52734375,56.52734375,56.52734375
mtn_knn,30,2,mtnknn_N30_seed2,ok,30,70,0,29,0,7,9,9.272099375724792,5.856459140777588,1.916159525513649,1.5966990739107132,0.8104051649570465,1,-7.675400301814079,-7.655022397637367,-13.212398990988731,0.11308758357764882,0.16073450436948405,1.269039097526552,0.1506791108526771,0.875,OPEN,-7.675400301814079,"neither certificate fires -- constructive search, then UNDETERMINED",,witness,-3.550864040851593,,,,,,,one_aux_S,0 16 6 25 24 7 4 19 27,0.567644119 0.928156734 1.3569448 1.82090938 0.278704643 0.319460452 0.0869061649 0.725018084,WITNESS,pure-path one_aux_S,,6.914138793945312e-05,0.000110626220703125,0.08539462089538574,56.85546875,56.85546875,56.85546875
mtn_knn,30,3,mtnknn_N30_seed3,ok,30,75,0,29,0,7,9,10.684018835425377,8.865669250488281,1.912071768194437,1.5473325587809086,1.0772250145673752,1,-9.136686276644468,-9.131344970315695,-17.63761631771922,0.08607857804850474,0.13919546134520502,1.4231829042919535,0.12672347454537128,0.875,OPEN,-9.136686276644468,"neither certificate fires -- constructive search, then UNDETERMINED",,witness,-1.644233826547861,,,,,,,one_aux_S,0 7 21 1 18 11 19 25 15,3.78268027 0.477321774 0.876152992 0.0535302423 1.20585585 2.04051542 0.364739209 0.477978498,WITNESS,pure-path one_aux_S,,9.226799011230469e-05,0.00011444091796875,0.08867740631103516,56.37890625,56.37890625,56.37890625
mtn_knn,30,4,mtnknn_N30_seed4,ok,30,74,0,29,0,6,8,2.1253171861171722,6.743744373321533,1.6179633438587189,1.349829077720642,0.5043933093547821,1,-0.7754881083965302,-0.7744113504886627,-7.251098215579987,0.02626282310023734,0.5709606621640232,3.1297898558527466,0.5443876141827764,0.8571428571428571,OPEN,-0.7754881083965302,"neither certificate fires -- constructive search, then UNDETERMINED",,witness,-0.46500105410814285,,,,,,,one_aux_S,0 25 1 24 5 22 9 15,0.464996159 0.26598075 0.259091705 0.247274339 0.0072619319 0.379137188 0.0731481165,WITNESS,pure-path one_aux_S,,9.846687316894531e-05,0.00014162063598632812,0.14646625518798828,56.765625,56.765625,56.765625
mtn_knn,30,5,mtnknn_N30_seed5,ok,30,74,0,29,0,4,6,16.398646593093872,8.277120590209961,0.7910047546029091,0.6085133031010628,0.43808596581220627,1,-15.79013328999281,-15.782462932169437,-23.884762428700924,0.24765023075310022,0.032157318597907256,1.0031627526178812,0.02968602559468936,0.8,OPEN,-15.79013328999281,"neither certificate fires -- constructive search, then UNDETERMINED",,witness,-7.191204190254211,,,,,,,one_aux_S,0 9 13 15 2 20,7.44223452 0.501199424 0.471697867 0.708735228 0.167150736,WITNESS,pure-path one_aux_S,,8.869171142578125e-05,0.00011944770812988281,0.14483046531677246,56.62890625,56.62890625,56.62890625
mtn_knn,30,6,mtnknn_N30_seed6,ok,30,76,0,29,0,7,9,21.639379799365997,8.03161334991455,1.1768874917179346,0.9651420507580042,0.4524751454591751,1,-20.674237748607993,-20.67131363414228,-28.494105657562613,0.19244825644967636,0.04230051630359835,1.066455662319085,0.03902603966671893,0.875,OPEN,-20.674237748607993,"neither certificate fires -- constructive search, then UNDETERMINED",,witness,-13.256085276603699,,,,,,,one_aux_S,0 15 19 6 3 25 21 22 9,0.332078427 0.612465799 0.370237768 0.633299887 0.972364008 2.58940864 2.54542327 0.656033456,WITNESS,pure-path one_aux_S,,6.461143493652344e-05,0.00011157989501953125,0.09062814712524414,56.8515625,56.8515625,56.8515625
mtn_knn,30,7,mtnknn_N30_seed7,ok,30,78,0,29,0,7,9,7.660810202360153,4.818274021148682,1.81263966858387,1.5576567500829697,0.5837486535310745,1,-6.1031534522771835,-6.086787395179272,-10.666444554924965,0.11356778928267713,0.18403156012253996,1.2669618669148341,0.1779119466897508,0.875,OPEN,-6.1031534522771835,"neither certificate fires -- constructive search, then UNDETERMINED",,witness,-4.388773411512375,,,,,,,one_aux_S,0 8 2 19 25 10 24 7 3,0.161097124 0.211614072 0.159281597 0.165946811 0.217342168 0.993079245 0.779332042 1.16868746,WITNESS,pure-path one_aux_S,,7.009506225585938e-05,0.0001163482666015625,0.08547163009643555,56.046875,56.265625,56.265625
mtn_knn,30,8,mtnknn_N30_seed8,ok,30,79,0,29,0,5,7,10.19409316778183,4.663842678070068,1.3572899848222733,1.0895245224237442,0.7647353857755661,1,-9.104568645358086,-9.08506789803505,-13.500645861029625,0.21857712344620123,0.09510339275352918,1.0410745854282712,0.08906501903369872,0.8333333333333334,OPEN,-9.104568645358086,"neither certificate fires -- constructive search, then UNDETERMINED",,witness,-6.632417812943459,,,,,,,one_aux_S,0 4 22 24 21 7 28,0.228763968 0.666582584 0.667145133 0.790888667 1.10514259 0.206304818,WITNESS,pure-path one_aux_S,,6.461143493652344e-05,9.250640869140625e-05,0.08400583267211914,56.4296875,56.6484375,56.6484375
mtn_knn,30,9,mtnknn_N30_seed9,ok,30,73,0,29,0,6,8,14.370711170136929,6.64285945892334,0.9288754314184189,0.7825317084789276,0.3995368704199791,1,-13.588179461658001,-13.58431500941515,-20.08469519764185,0.18027767583873816,0.04847752942189124,1.0966874071302508,0.046674201190846025,0.8571428571428571,OPEN,-13.588179461658001,"neither certificate fires -- constructive search, then UNDETERMINED",,witness,-8.658159896731377,,,,,,,one_aux_S,0 21 11 17 15 24 19 13,0.136525035 0.137788609 0.152006656 0.0704223439 3.2006104 0.978480458 2.07343554,WITNESS,pure-path one_aux_S,,9.489059448242188e-05,0.00010967254638671875,0.0863502025604248,56.75390625,56.75390625,56.75390625
mtn_knn,30,10,mtnknn_N30_seed10,ok,30,73,0,29,0,8,10,15.300332695245743,6.789566993713379,2.3832108825445175,2.0305459052324295,0.7230596244335175,1,-13.269786790013313,-13.244339987635612,-19.706688806414604,0.14084415019960664,0.1246096241180455,1.1550023194370458,0.11796669585497192,0.8888888888888888,OPEN,-13.269786790013313,"neither certificate fires -- constructive search, then UNDETERMINED",,witness,-11.506305441260338,,,,,,,one_aux_S,0 10 7 27 28 5 17 3 22 2,0.684130609 0.156961411 0.403211206 0.761846066 0.454221189 0.673564315 0.226690263 0.257069707 0.352664977,WITNESS,pure-path one_aux_S,,7.724761962890625e-05,0.00012946128845214844,0.08685541152954102,56.79296875,57.01171875,57.01171875
mtn_knn,30,11,mtnknn_N30_seed11,ok,30,72,0,29,0,8,10,9.731170311570168,4.401299476623535,2.0392703488469124,1.7171221747994423,0.4218805879354477,1,-8.014048136770725,-8.012972705066204,-12.09319943934679,0.1381860397601746,0.16764851778802067,1.1618310510003491,0.15684966691305072,0.8888888888888888,OPEN,-8.014048136770725,"neither certificate fires -- constructive search, then UNDETERMINED",,witness,-3.208060160279274,,,,,,,one_aux_S,0 28 18 15 9 23 7 13 4 5,0.156586781 0.0935563147 0.961310685 3.03319097 0.0689019561 0.631432354 0.987321019 0.388891011 0.403838128,WITNESS,pure-path one_aux_S,,7.724761962890625e-05,0.00013947486877441406,0.08731722831726074,56.6796875,56.8984375,56.8984375
mtn_knn,30,12,mtnknn_N30_seed12,ok,30,75,0,29,0,5,7,9.359481647610664,8.157773971557617,0.9575564041733742,0.7672447040677071,0.39073092490434647,1,-8.592236943542957,-8.578028120100498,-16.559699214994907,0.11473082829020326,0.07307764317251968,1.3368609409536336,0.06831260648780811,0.8333333333333334,OPEN,-8.592236943542957,"neither certificate fires -- constructive search, then UNDETERMINED",,witness,-3.0039807707071304,,,,,,,one_aux_S,0 11 9 18 13 25 27,2.74207973 1.54440796 0.659058392 0.344341099 0.85817647 0.414874434,WITNESS,pure-path one_aux_S,,7.939338684082031e-05,9.417533874511719e-05,0.09166193008422852,56.05078125,56.05078125,56.05078125
mtn_knn,30,13,mtnknn_N30_seed13,ok,30,77,0,29,0,6,8,7.087070882320404,8.085573196411133,1.9958015978336334,1.647378295660019,0.7136047780513763,1,-5.439692586660385,-5.414396151900291,-13.176842480897903,0.07304234663975416,0.21120872405965488,1.6056680182832959,0.19924148672756584,0.8571428571428571,OPEN,-5.439692586660385,"neither certificate fires -- constructive search, then UNDETERMINED",,witness,-0.015977129340171814,,,,,,,one_aux_S,0 22 18 28 19 16 4 24,2.72198653 0.296589315 0.680747569 1.54875743 1.02014577 0.620130718 0.365472823,WITNESS,pure-path one_aux_S,,7.700920104980469e-05,0.00011539459228515625,0.09274411201477051,56.55078125,56.55078125,56.55078125
mtn_knn,30,14,mtnknn_N30_seed14,ok,30,71,0,29,0,6,8,17.80772179365158,10.746963500976562,1.052100032567978,0.8640347123146057,0.3963496908545494,1,-16.943687081336975,-16.939336381852627,-27.502585262060165,0.13808335870897714,0.04431083512924642,1.2026251431334622,0.04158876641075843,0.8571428571428571,OPEN,-16.943687081336975,"neither certificate fires -- constructive search, then UNDETERMINED",,witness,-1.907771460711956,,,,,,,one_aux_S,0 28 18 12 3 22 2 16,0.108396105 0.0998882651 0.203093156 8.83587742 1.04956245 5.12071657 0.964832723,WITNESS,pure-path one_aux_S,,7.62939453125e-05,9.489059448242188e-05,0.09407639503479004,56.88671875,56.88671875,56.88671875
